,children,age,income,churn,contacts,yearly_equip_failure,techie,online_security,tenure,monthly_charge,bandwidth_gb_year
8952,0,34,41081.57,1,1,0,1,0,67.93803,245.147,6646.927545
8953,8,87,30081.47,0,1,0,0,0,46.41634,114.9658,4165.771029
8954,2,24,30174.37,0,1,0,0,0,69.30616,147.4738,6082.615608
8955,9,21,18978.48,0,0,0,1,1,51.53504,182.4653,4979.515394
8956,1,67,81716.87,1,1,1,1,0,61.17571,220.1615,5558.549267
8957,3,29,12717.4,0,1,2,0,0,51.77932,159.9476,5126.884955
8958,2,18,12269.77,1,2,2,0,1,56.18852,255.1555,5455.610895
8959,2,46,25861.04,0,1,0,0,0,69.72684,124.9781,5950.964541
8960,3,59,84770.13,0,2,0,0,1,70.69188,172.4624,6193.73618
8961,0,88,55089.98,0,0,0,1,0,62.21879,137.4872,5140.822313
8962,4,89,47598.12,1,2,0,0,1,58.82987,257.6841,5599.136827
8963,1,68,29048.41,0,0,1,0,0,53.13455,159.9512,4567.371412
8964,0,36,34090.55,0,1,0,1,0,56.05193,182.4538,4906.344686
8965,0,18,54102.22,0,2,0,0,0,71.13774,104.9643,6343.360731
8966,2,30,49645.28,0,1,1,0,0,57.71425,114.9976,5030.841405
8967,0,23,24588.75,0,1,0,0,1,69.58993,152.466,6061.493639
8968,0,55,137687.4,1,3,0,0,0,54.14398,275.1336,5171.047626
8969,2,29,57981.64,0,0,0,0,1,50.3804,200.1465,4927.588244
8970,1,83,14545.96,0,1,0,0,1,43.52477,115.0021,3713.937564
8971,0,44,49320.63,0,0,0,0,1,55.68048,129.9598,5308.256406
8972,0,77,15843.72,0,1,0,1,1,63.22009,147.4783,5316.617176
8973,3,31,48781.9,0,2,0,0,0,65.33904,275.1336,6212.33447
8974,1,52,36472.39,0,0,1,0,0,60.91995,220.1615,5672.886971
8975,1,36,15551.28,0,1,0,1,0,56.71742,172.4441,5060.75166
8976,1,63,34580.07,0,1,0,1,0,65.50686,232.624,6298.280809
8977,3,30,17259.33,0,0,0,0,0,46.15653,117.4858,4263.488866
8978,3,66,23005.6,0,0,1,0,0,64.2738,162.447,6055.708509
8979,0,24,43301.18,0,1,0,0,0,65.44503,129.9621,6184.758563
8980,1,76,59188.01,0,1,3,0,1,65.09085,127.525,5506.82644
8981,5,69,46923.98,0,3,1,0,0,70.26887,179.9476,6076.522348
8982,3,59,11981.42,0,2,0,0,0,51.88253,152.4907,4688.843781
8983,1,83,94513.15,0,0,2,0,0,50.55291,159.9476,4705.493469
8984,1,82,40248.27,0,0,1,1,0,69.98687,147.4601,5754.337346
8985,2,37,19268.4,0,2,0,0,1,59.47664,190.127,5919.136057
8986,3,64,38488.68,0,0,1,0,0,58.72004,179.9476,5167.346084
8987,4,28,12785.8,0,0,0,0,1,65.03219,139.9568,5790.464895
8988,4,23,140030.5,0,0,1,0,1,61.36037,194.9882,5709.246946
8989,3,43,86197.3,0,1,0,0,1,60.51339,190.127,6015.198197
8990,4,29,38670.96,0,0,0,0,0,67.01837,184.967,6058.185844
8991,4,58,19598.28,0,2,3,0,1,44.47907,117.5015,3992.813669
8992,0,46,10040.11,0,1,1,0,0,54.28874,204.9634,4903.899257
8993,0,89,28248.49,0,1,1,0,0,71.12545,125.0073,5934.963982
8994,1,76,78242.15,0,0,0,0,0,36.95505,162.4676,3782.597839
8995,5,82,33144.92,0,2,0,1,0,54.30563,220.1323,5083.752685
8996,4,74,13596.02,0,1,0,0,0,48.85809,184.9797,4777.954889
8997,0,83,33855.49,0,0,0,0,1,71.76656,187.4847,6269.314301
8998,0,38,9800.21,0,1,0,0,0,71.65648,137.4698,6396.071626
8999,1,69,50817.75,0,1,1,0,1,64.61898,129.9763,5623.819353
9000,1,76,27917.73,0,1,0,0,0,69.35043,157.4836,5780.643396
9001,1,71,31172.22,0,1,0,0,1,69.91998,242.6326,6291.039364
9002,3,32,19761.06,0,0,1,0,1,62.13371,277.6513,6021.620867
9003,4,66,107207.5,0,1,0,0,0,59.6293,187.656,5541.635777
9004,1,82,16776.51,0,0,0,0,0,70.86194,187.6422,6236.37892
9005,0,43,25113.66,0,0,0,0,0,67.11209,127.4738,6110.183
9006,4,45,17231.33,0,2,1,0,0,58.23259,192.4404,5315.375131
9007,0,74,68152.47,0,1,0,0,0,52.76138,187.656,4782.472018
9008,6,41,38482.34,0,0,1,0,0,68.86595,117.4872,6437.775218
9009,0,21,41556.64,0,1,0,1,0,68.99606,167.4564,5992.278257
9010,1,68,92083.74,0,0,0,0,0,62.42321,169.9378,5335.845074
9011,7,27,20750.19,0,1,1,0,0,46.23456,220.1185,4583.497674
9012,0,60,84440.47,0,2,0,0,1,57.44563,154.9618,5452.591282
9013,1,53,16316.98,1,1,0,0,0,68.7816,255.1198,6693.382735
9014,1,55,6528.84,0,0,0,0,0,57.04882,159.9349,5021.288642
9015,1,51,59570.42,0,0,0,0,0,64.1745,275.1336,5989.772755
9016,2,61,26364.52,0,4,0,0,1,62.86571,164.9647,5918.858621
9017,2,53,36126.72,0,1,0,0,1,67.84553,115.0021,5753.585929
9018,0,51,95509.68,0,1,0,0,0,64.49231,117.4392,5885.972229
9019,4,37,67068.72,0,1,0,0,0,62.70815,127.475,5463.517233
9020,1,63,77486.12,0,0,0,0,0,65.31625,127.4887,5662.729675
9021,0,44,32495.96,0,1,1,0,1,70.49442,144.9889,6565.394972
9022,6,63,79243.91,0,0,0,1,0,44.46693,147.4738,4042.614652
9023,1,54,9384.69,1,0,0,0,0,48.84821,210.1051,5027.584509
9024,0,76,45316.27,0,0,0,0,1,68.49174,184.961,6419.007711
9025,3,64,41097.52,0,5,0,0,0,70.40902,232.6415,6404.998855
9026,0,70,12458.49,0,0,0,1,1,59.48026,202.65,5881.867947
9027,2,41,37875.94,0,1,0,0,0,69.39129,114.9658,5932.111783
9028,0,58,4660.45,0,0,2,0,1,42.59461,174.9919,3866.102336
9029,3,55,11628.95,0,2,0,0,0,57.07243,149.9447,5429.192903
9030,0,31,9193.97,0,0,1,0,0,52.37668,112.4551,4349.508246
9031,10,44,17438.83,0,0,0,1,0,64.60077,147.4713,5847.97974
9032,1,78,160216.1,0,1,0,0,1,61.97321,162.4689,5251.722647
9033,9,86,25972.02,0,1,1,0,1,68.05839,194.9581,6215.18264
9034,2,50,7977.67,0,3,1,0,0,49.45192,159.9805,4427.375175
9035,2,88,11116.97,0,1,0,1,0,65.90788,184.9963,5831.190256
9036,4,53,11738.87,0,1,0,0,0,68.22677,187.6094,6570.010431
9037,0,67,27422.23,0,1,0,0,1,38.14529,147.4783,3294.82859
9038,1,67,31959.4,0,2,1,1,0,63.03296,179.9476,5449.331954
9039,10,26,11659.0,0,3,0,1,0,56.56173,104.9643,5434.480078
9040,2,80,67034.95,0,1,1,0,1,70.39578,277.6375,6429.615341
9041,3,58,16271.47,0,0,2,0,0,68.75872,112.4551,5695.648337
9042,3,29,95064.28,1,1,1,0,1,70.49752,257.6375,7096.494932
9043,1,19,16283.13,0,2,0,0,0,60.98712,184.9634,5985.552522
9044,1,34,48598.8,0,1,0,0,0,46.07603,149.9845,4275.297726
9045,0,81,81288.92,0,3,0,0,0,71.45681,147.4421,5908.641632
9046,5,65,119017.8,0,1,1,0,0,58.45672,139.9512,5467.641304
9047,1,73,15679.34,1,2,0,0,0,47.27475,200.1185,4746.697941
9048,4,75,39403.71,0,1,0,0,1,67.57013,207.4974,6051.894924
9049,2,67,9724.88,1,1,1,1,0,63.00932,142.4713,5910.092809
9050,1,29,36088.07,0,0,0,0,1,62.71074,95.01949,5476.236191
9051,1,56,53714.51,0,1,0,0,0,68.59815,214.9525,5957.424012
9052,3,73,60461.6,0,0,0,1,0,45.82729,137.5165,3928.936853
9053,2,46,6047.31,0,1,0,0,1,64.99061,204.961,5878.566682
9054,0,38,21939.65,0,2,0,0,0,66.42219,242.6435,6104.958036
9055,2,77,18143.49,0,1,0,0,0,69.44118,179.9476,5972.406287
9056,0,23,34414.35,0,0,0,0,0,55.7768,114.9509,5244.106579
9057,1,79,82450.93,0,0,0,0,0,59.83107,179.9794,5084.802228
9058,1,68,14475.95,0,1,0,0,0,41.18372,114.9976,3603.27849
9059,3,41,46184.74,0,0,0,0,1,61.85639,147.4783,5332.977438
9060,3,43,48836.24,0,2,1,0,0,63.13788,252.624,5864.873198
9061,3,66,19200.57,0,2,1,0,0,56.50636,149.9447,5346.745829
9062,0,28,96575.06,0,1,1,0,1,66.15184,177.6508,6067.585868
9063,8,23,62886.29,0,1,0,0,1,60.8833,222.6362,5902.886646
9064,1,32,14842.19,0,2,0,0,1,62.23915,212.6557,5815.917509
9065,3,46,34315.35,0,2,0,0,0,63.59084,184.9634,6171.94132
9066,8,87,80447.93,0,2,0,1,0,65.33881,169.9928,5717.977095
9067,0,67,17871.59,0,1,0,1,0,60.3736,212.6415,5894.022001
9068,1,24,21409.9,0,1,0,0,0,51.7077,252.6378,4962.803058
9069,0,33,42921.65,0,0,0,0,0,66.00877,252.6378,6121.363135
9070,1,79,40909.6,0,2,0,0,1,71.58237,117.4686,6379.279332
9071,3,63,53755.23,0,1,0,0,1,59.9737,107.4958,5615.5589
9072,4,73,71134.21,0,0,0,1,0,71.89152,124.9781,6101.379973
9073,1,21,12829.0,0,2,0,0,0,57.65657,147.4421,5087.668651
9074,1,43,38819.31,0,1,0,0,0,61.64558,149.9621,5381.382441
9075,1,44,22428.29,0,2,0,0,0,67.88936,222.6143,6624.884891
9076,0,48,15189.38,0,1,0,0,0,65.26684,159.9349,5686.820908
9077,4,42,142119.3,0,1,0,0,0,64.71742,149.9483,5694.946384
9078,2,31,32306.62,0,0,0,0,0,60.50225,179.9656,5329.419417
9079,1,21,20838.47,0,1,0,0,1,49.7983,130.0064,4604.128041
9080,1,56,71507.95,0,3,1,0,0,62.84987,172.4441,5450.604196
9081,2,68,31935.71,0,1,0,0,0,62.87394,159.9349,5486.748112
9082,3,20,43073.14,0,2,0,0,1,61.27781,120.0035,5610.48353
9083,0,19,27756.42,0,1,0,0,0,70.00904,124.9643,5837.932606
9084,0,27,73006.35,0,1,0,0,0,57.94447,184.9963,5317.113285
9085,1,53,12457.84,0,1,0,0,1,64.71389,190.1737,5936.67376
9086,1,58,24495.84,0,1,0,0,0,64.59202,230.1051,5890.989702
9087,2,58,62969.23,0,1,1,0,1,58.18133,190.1599,5334.978423
9088,7,21,79611.89,0,0,0,0,0,71.18005,184.9797,6955.375666
9089,0,87,65916.74,0,0,0,0,0,60.96083,117.4872,5454.520916
9090,2,33,33253.04,0,1,0,0,1,62.45443,177.4945,6123.254522
9091,1,27,66840.39,0,0,0,0,1,62.23643,187.4811,6183.945709
9092,1,18,69035.22,0,2,0,0,0,62.83227,137.4684,5594.44205
9093,1,30,36496.0,0,0,0,0,0,67.34697,112.4551,5610.20542
9094,1,80,36648.54,0,1,1,0,0,66.82797,214.9663,5814.514903
9095,3,49,46876.55,0,1,0,0,0,53.24081,142.4713,5152.428776
9096,4,76,28372.0,0,2,0,0,0,55.77968,179.9794,4937.315639
9097,7,47,51223.48,0,1,0,0,0,64.74166,232.624,6519.801796
9098,6,31,48175.44,0,2,0,0,0,50.30932,172.4871,4858.775977
9099,1,62,47939.14,0,2,1,0,0,70.87866,204.9797,6198.053982
9100,4,59,42809.29,0,0,0,1,0,66.70866,245.147,6587.367938
9101,1,62,13891.84,0,1,1,0,0,42.12085,157.4698,3514.589222
9102,4,35,25648.63,0,1,0,0,0,60.30709,134.9509,5203.323815
9103,2,89,11989.27,0,2,0,0,0,54.7709,142.4713,5115.87044
9104,3,28,7215.61,0,1,0,0,0,52.04568,139.965,5082.897328
9105,1,25,23873.96,0,0,0,0,0,56.24334,184.9963,5168.014204
9106,6,23,58670.53,0,1,1,0,1,67.97714,117.4686,6503.687238
9107,3,19,86234.35,0,1,1,0,1,68.1959,207.4974,6173.702221
9108,2,31,16226.86,0,2,3,1,1,66.03822,242.6326,6181.959795
9109,0,33,94338.5,0,1,1,1,0,56.19141,149.9776,4974.663293
9110,1,62,17059.86,0,0,0,0,1,55.44991,207.4811,5052.572623
9111,8,55,51059.78,0,1,0,0,0,52.3927,137.4392,4761.278588
9112,8,29,20516.44,0,0,0,0,0,67.82028,159.9476,6595.169591
9113,3,87,62916.19,0,3,1,0,1,71.86794,144.9889,6629.310323
9114,0,62,52994.02,0,0,1,0,0,48.22395,192.4885,4163.015502
9115,0,28,27202.17,0,2,2,0,1,57.2702,137.4686,4929.50237
9116,5,75,9875.52,0,2,1,0,0,62.39405,207.6094,5684.304563
9117,0,60,21294.13,0,1,0,0,1,46.12627,164.9889,4149.822715
9118,1,60,25331.57,0,0,0,0,1,69.93494,245.132,6354.692181
9119,0,32,26896.04,0,0,0,0,0,58.57229,157.4698,4930.158658
9120,0,43,22246.04,0,1,0,0,0,60.23312,172.4733,5280.921374
9121,2,46,42275.48,0,0,0,0,0,59.26713,179.9476,5240.404418
9122,10,83,38830.69,0,1,0,0,1,37.52707,210.127,3802.601867
9123,0,38,22649.13,0,1,0,1,1,64.63082,187.4811,6313.28774
9124,0,20,97729.46,0,2,0,0,0,59.61692,149.9928,5553.7371
9125,4,33,10260.04,0,0,1,0,1,64.03187,267.6647,6162.045297
9126,1,89,4492.36,0,0,0,1,0,58.11303,232.6415,5253.956688
9127,0,76,43741.92,0,1,0,0,0,49.73125,179.9794,4318.58203
9128,3,33,3966.98,0,3,0,0,1,62.46483,232.6228,5888.376817
9129,7,34,61023.12,0,0,0,0,1,54.22814,232.6228,5333.340832
9130,1,67,27822.24,0,2,0,0,0,44.83431,172.4871,4091.156525
9131,1,18,21051.88,0,1,0,0,0,65.81421,137.4872,5695.712663
9132,3,32,19379.79,0,2,0,1,0,68.09161,252.624,6259.78278
9133,2,64,14644.85,0,0,0,0,1,66.67389,235.1417,6543.668076
9134,0,74,21808.42,0,1,1,0,1,55.84748,140.0013,5220.997715
9135,0,48,63248.45,0,2,0,0,1,58.96026,162.497,5655.286153
9136,3,31,14829.89,0,0,0,0,1,58.4219,119.9897,5259.588349
9137,2,54,92291.31,0,2,0,0,1,69.85281,164.9853,6656.287
9138,0,69,30272.58,0,4,0,0,0,59.54349,252.6378,5473.581033
9139,2,58,49823.86,0,0,0,1,1,68.10981,174.9755,6061.845625
9140,4,64,33985.54,0,1,1,0,0,64.20102,265.147,5999.064003
9141,3,18,72397.73,0,3,0,0,0,66.80646,114.9509,6174.314028
9142,1,89,7014.13,1,1,0,0,1,59.84973,277.6375,5552.256288
9143,3,19,16897.23,0,1,0,0,0,64.49513,152.4579,6309.663687
9144,1,40,56159.24,0,0,1,0,0,68.98021,182.4433,6532.644086
9145,1,47,50395.77,0,0,0,0,0,70.16029,92.45514,6280.766215
9146,0,34,45021.58,0,2,0,0,0,57.86469,127.4738,5381.978758
9147,4,34,48804.01,0,1,1,0,1,71.58148,162.4653,6839.025934
9148,0,30,81148.39,0,1,1,0,0,46.04792,137.4616,4170.178568
9149,4,78,4115.32,0,1,0,0,0,61.67004,169.9378,5333.699374
9150,0,54,59248.25,0,1,0,0,1,59.40499,154.9755,5713.631544
9151,3,42,83543.98,0,2,1,0,0,69.97252,129.9621,6589.069717
9152,0,48,28836.94,0,2,1,0,0,71.32593,262.6106,6516.704569
9153,5,68,7228.19,0,2,1,0,0,65.52,192.4885,5714.467771
9154,1,34,52251.85,0,1,0,0,0,62.6237,210.1051,6174.837293
9155,1,88,22324.49,0,2,1,0,1,60.18256,184.9785,5329.313105
9156,3,28,35299.63,0,0,0,0,0,61.49796,200.1323,6154.993798
9157,1,28,158549.3,0,1,0,0,1,62.97217,165.0113,5676.643658
9158,3,28,15535.84,0,1,0,0,0,62.6093,169.9378,5626.093885
9159,3,23,66034.48,0,1,0,0,1,69.82129,162.497,6637.249892
9160,1,77,24997.36,0,2,0,0,0,39.72823,112.4844,3347.326138
9161,0,23,49372.8,0,2,0,0,0,67.18365,159.9476,6234.113968
9162,1,56,13031.07,0,1,1,0,1,56.37162,174.9755,5075.816829
9163,1,82,83813.21,0,1,0,0,0,39.62761,194.9768,3572.738241
9164,3,81,19645.07,0,2,0,0,0,69.62503,104.9629,5934.090437
9165,1,44,79942.93,0,1,0,0,1,66.57985,107.482,6076.755109
9166,3,21,80492.82,0,1,0,0,1,63.86178,162.4982,5809.15662
9167,1,74,125568.9,0,0,0,0,1,50.8968,202.6829,4740.002962
9168,1,85,23206.42,0,1,1,0,1,55.70433,142.4827,5291.716803
9169,1,61,50335.34,0,1,0,1,0,71.86603,139.965,6619.456202
9170,0,39,69555.01,0,0,0,1,1,67.20074,127.4783,6098.579126
9171,1,32,39798.55,0,1,0,1,1,63.85056,184.9785,5731.179041
9172,4,56,11345.68,0,5,0,0,0,66.27924,162.4538,6262.462856
9173,0,59,19224.86,0,0,0,0,1,64.72745,94.97283,5758.399584
9174,1,80,14174.86,0,1,0,0,1,63.71215,164.9647,5895.135365
9175,3,68,72757.38,0,2,3,0,0,62.77605,242.6143,5728.24521
9176,1,48,25866.34,0,0,1,0,0,67.35833,275.1336,6307.538056
9177,1,55,77381.71,0,2,1,0,1,49.19446,127.525,4355.447904
9178,8,38,65841.5,0,1,1,0,0,49.42466,129.9483,4944.584376
9179,0,86,128998.6,0,2,0,0,1,56.92191,162.4689,4780.816747
9180,4,69,256998.4,0,0,2,0,1,71.24132,174.9755,6343.939228
9181,0,31,42412.99,0,0,0,0,0,52.79539,147.4713,4615.447586
9182,2,24,147889.4,0,1,1,0,0,70.69994,105.011,6024.865758
9183,1,77,41646.4,0,2,0,0,1,71.07066,149.9741,6498.14477
9184,2,70,67156.12,0,0,0,0,0,46.04347,204.9797,4167.667908
9185,1,32,125034.1,0,1,0,0,0,56.56921,169.9378,5056.498128
9186,2,36,23826.48,0,1,1,0,0,56.54849,192.4567,4972.468459
9187,4,46,56537.74,0,0,1,0,0,45.62467,159.9512,4116.511731
9188,2,53,24311.42,0,1,0,0,1,48.82939,245.1457,4759.907327
9189,1,88,33217.6,0,2,0,0,1,61.88298,127.4958,5132.685447
9190,1,46,32703.9,0,0,0,0,0,57.98641,172.4441,5084.889707
9191,0,77,30154.63,0,0,1,0,0,46.66704,149.9378,4480.306619
9192,4,54,34134.21,0,1,0,0,0,60.43193,214.9663,5550.321643
9193,0,85,61525.98,0,0,0,0,0,68.77621,210.138,6071.79498
9194,1,44,83675.85,0,1,1,0,0,55.97317,287.6427,5345.046858
9195,0,19,48292.64,0,1,0,0,0,55.27092,139.9979,4957.435146
9196,3,70,13233.7,0,0,0,0,0,61.42667,232.624,6002.578168
9197,2,65,55820.82,0,2,0,1,0,67.71954,159.9349,5893.622644
9198,0,65,62475.24,0,1,0,1,1,52.99707,119.9568,4934.319062
9199,0,48,27065.58,0,1,0,0,0,48.61807,207.6094,4443.076355
9200,1,82,31023.93,0,0,0,0,0,52.30521,149.9378,4956.677539
9201,0,30,57145.52,0,0,0,0,0,71.48476,152.4579,6706.905363
9202,1,53,22280.3,0,0,1,0,1,52.78111,225.132,5385.589638
9203,4,82,26417.57,0,2,1,0,0,64.82482,159.9349,5662.268037
9204,7,18,42841.97,0,1,2,0,0,59.20412,220.1478,5747.654271
9205,3,80,22720.66,0,2,0,0,1,59.22188,182.4833,5087.557363
9206,4,24,87926.43,0,0,0,0,0,56.96287,172.4733,5284.511287
9207,1,53,90748.01,0,1,0,0,0,53.01595,129.9621,5102.051113
9208,3,88,41902.08,0,1,0,0,0,57.80772,114.9838,4880.587184
9209,0,52,71957.41,0,1,0,0,1,64.17032,162.4526,5612.009142
9210,3,75,32340.98,0,0,1,0,0,57.31788,134.9509,4796.464221
9211,1,37,11793.4,0,0,0,1,1,54.67414,164.9853,5390.477473
9212,3,30,78411.45,0,3,0,0,0,50.48733,129.9621,4984.78563
9213,0,60,18612.45,0,0,0,0,0,51.8548,105.011,4301.135534
9214,3,81,61042.75,0,0,1,1,0,61.19516,159.9476,5645.623244
9215,2,78,33653.9,0,0,0,0,0,66.94632,159.9512,5614.790593
9216,1,63,85694.68,0,0,0,0,1,53.27554,162.497,5088.812303
9217,1,74,30439.25,0,2,1,0,0,59.01705,129.9621,5524.916473
9218,2,52,5663.69,0,2,0,1,1,71.59806,207.4811,6486.342263
9219,0,26,30136.17,0,2,0,0,0,54.8395,179.9476,4799.331248
9220,4,66,98836.2,0,1,1,0,0,43.86959,220.1323,4203.265113
9221,3,74,11369.93,0,3,0,0,0,70.50786,197.6288,6337.777813
9222,2,47,35476.64,0,2,0,0,0,68.00557,162.4713,5924.499555
9223,1,83,50518.01,0,0,0,1,1,65.67292,132.5127,5659.754528
9224,0,50,36068.74,0,1,0,0,0,61.85144,139.9349,5813.907009
9225,1,82,87407.6,0,2,1,0,0,68.97874,192.4705,5890.196741
9226,1,75,31185.66,0,0,0,0,1,59.52044,167.4847,5736.40115
9227,5,54,75034.41,0,3,0,0,1,57.28247,129.9763,5194.999763
9228,4,33,13633.24,0,1,1,1,0,67.92751,137.4698,6230.059428
9229,1,89,25484.55,0,0,0,0,1,65.71442,149.9598,5600.167567
9230,3,49,49708.08,0,2,0,1,1,50.84459,235.1884,4951.211643
9231,2,70,29843.26,0,3,0,1,1,59.21421,164.9715,5651.302353
9232,1,73,55112.16,0,1,0,1,1,61.52908,184.9939,5397.665839
9233,2,35,163082.1,0,0,1,0,0,58.94313,182.447,5193.997651
9234,7,47,33241.87,0,0,0,0,0,66.03306,232.624,6578.562564
9235,0,24,50542.54,0,1,0,0,0,53.80104,144.9607,4643.404934
9236,2,65,31205.95,0,1,0,0,0,68.44883,149.9621,5897.480679
9237,5,48,45157.11,1,1,1,0,0,66.68688,242.6143,6175.832114
9238,4,63,32525.69,1,2,1,1,0,66.46538,275.1336,6277.545967
9239,7,25,48299.76,0,1,0,0,0,69.82047,202.4433,6339.601147
9240,3,37,7312.21,0,0,0,1,0,60.59442,127.4887,5422.646982
9241,0,49,63536.48,0,0,0,1,0,57.95709,137.4836,5318.331264
9242,2,88,72518.47,0,3,0,0,0,52.56232,175.1331,4696.683851
9243,3,42,15550.44,0,1,0,0,0,70.55657,129.995,6180.701125
9244,5,32,41512.12,0,0,0,0,0,70.48211,179.9656,6153.937297
9245,0,35,16490.9,0,1,0,1,1,52.68435,197.4702,5180.245459
9246,6,64,19398.68,0,2,1,0,0,50.79108,147.4713,4610.018066
9247,0,26,13391.68,1,1,1,1,0,66.11418,275.1336,6246.940881
9248,5,67,80593.06,0,2,0,1,1,67.61213,117.5152,5970.386278
9249,4,68,173978.0,1,1,0,1,0,66.50393,222.6281,6605.855412
9250,0,63,14944.48,0,0,1,0,0,62.67099,169.9378,5341.756379
9251,0,20,50416.27,0,0,2,0,0,63.11931,147.4893,5518.35161
9252,0,20,20825.08,0,1,0,0,0,61.10374,220.1149,6004.311688
9253,6,21,49241.33,0,0,1,0,0,65.85662,172.4705,6484.077095
9254,3,75,18517.07,0,2,1,0,0,70.10448,149.9378,6417.345247
9255,0,45,35183.0,0,1,0,0,0,56.00686,217.4725,5099.333841
9256,4,84,53087.64,0,0,0,0,1,62.17986,140.0013,5747.925597
9257,0,53,18544.26,0,1,1,0,1,63.35816,187.4974,6069.26126
9258,0,81,16886.52,0,2,0,0,0,64.57131,214.9525,5514.722604
9259,1,47,95706.49,0,1,0,1,1,52.69603,142.4827,5169.811527
9260,0,77,34842.53,0,1,0,0,0,58.20411,204.9496,5089.309759
9261,3,82,23936.18,0,1,0,0,0,58.8386,162.447,5557.902015
9262,3,42,9922.11,0,1,0,0,0,62.20437,159.9349,5547.914544
9263,1,69,40374.09,0,0,1,0,1,50.97885,149.9598,4458.339586
9264,2,47,73916.66,0,0,0,0,0,63.97683,204.9634,5756.010952
9265,5,24,9397.93,0,2,1,0,0,45.94768,139.983,4678.84382
9266,0,50,45417.79,0,2,0,0,0,58.08656,179.9476,4986.700367
9267,2,60,12534.97,0,1,0,0,1,67.00167,197.4876,5932.680423
9268,3,46,48719.4,0,3,0,0,1,69.84899,222.6654,6433.080677
9269,0,80,20539.22,0,3,0,0,0,50.89975,220.1323,4657.315652
9270,1,74,47565.54,0,1,1,0,0,67.69779,147.4564,6074.125643
9271,1,22,12778.82,0,0,0,0,1,58.58794,207.4673,5407.07316
9272,0,51,17235.21,0,0,0,0,1,62.44603,169.9741,5432.427022
9273,0,57,50946.72,1,0,0,0,1,52.95001,247.6647,5418.636172
9274,0,39,84293.71,0,0,1,0,0,67.87019,255.1665,6305.471651
9275,2,76,51864.36,0,1,0,0,0,55.85553,207.6094,5005.866114
9276,1,27,22112.77,0,0,0,0,0,54.21518,137.5165,4787.756156
9277,2,61,82071.68,0,0,0,0,0,57.64074,162.5005,5101.277891
9278,0,24,26287.15,0,0,0,0,0,63.90696,252.6378,5978.652711
9279,3,49,92969.94,0,0,0,1,0,58.69465,117.472,5147.718209
9280,1,57,58610.33,0,0,0,1,0,66.72288,147.4421,5712.51151
9281,0,46,37065.62,0,1,0,0,0,70.95851,172.4404,6645.186507
9282,1,68,14441.87,0,1,0,0,0,56.20288,220.1615,5147.808018
9283,4,44,28619.23,0,1,0,1,1,59.36904,127.4958,5163.3129
9284,2,38,84731.3,0,0,0,0,0,68.98754,147.4564,6324.792407
9285,3,23,68281.26,0,0,1,0,1,59.91013,162.5007,5426.315112
9286,1,25,15959.11,0,0,0,1,0,48.66437,162.447,4763.445879
9287,3,48,14980.76,0,3,0,0,0,58.83899,187.6094,5833.458374
9288,0,40,17597.41,0,1,0,0,0,55.01651,147.4713,4767.934082
9289,4,59,19607.16,0,0,0,0,0,51.74916,197.6288,4927.749239
9290,3,21,20977.35,0,2,1,0,0,68.07527,179.9476,6074.8746
9291,4,47,57304.51,0,2,1,0,0,68.79305,144.9607,5837.262258
9292,0,51,81195.17,0,2,0,0,1,69.71137,174.991,6192.63762
9293,6,51,19119.85,0,1,1,0,0,65.12042,220.1323,6055.261009
9294,4,20,146719.5,0,0,0,1,0,64.11559,255.1198,6511.608523
9295,1,35,58175.44,0,1,1,1,1,64.87699,174.9618,5807.811165
9296,1,36,47553.76,0,1,0,0,1,43.5742,115.0021,3789.797735
9297,3,77,24188.94,0,1,0,0,1,64.40902,132.4798,6093.659885
9298,0,82,14510.63,1,4,0,0,0,47.77384,200.1323,4761.06852
9299,2,51,74771.86,0,0,1,0,0,70.50182,124.9643,5834.963129
9300,8,42,28725.65,0,0,0,0,1,69.00321,277.6513,6705.630348
9301,4,31,36315.32,0,0,0,0,0,64.54595,172.4742,5801.206123
9302,0,45,17236.85,0,2,2,1,1,62.45252,245.1457,5887.870657
9303,2,54,32410.95,0,0,0,0,0,60.36923,220.1323,5532.984193
9304,2,79,21406.95,0,3,0,1,0,71.50974,194.9525,6564.863417
9305,3,19,25515.76,0,2,2,0,0,69.2394,162.447,6534.389245
9306,0,31,17152.68,0,1,0,0,0,64.3165,200.1323,6330.802447
9307,1,24,20693.63,0,0,0,0,0,67.75441,202.4433,6071.169112
9308,1,67,23011.03,0,0,0,0,0,67.53219,184.9634,6411.520424
9309,2,43,25276.46,0,2,0,1,1,59.03432,137.4686,5168.726317
9310,1,89,34596.24,0,1,1,0,0,66.75755,117.4858,5649.428932
9311,4,37,43211.84,0,1,0,0,0,48.63086,204.9797,4549.43734
9312,6,69,63433.58,0,3,0,0,0,66.48285,144.9607,5719.69414
9313,1,46,1050.46,1,1,0,1,1,60.58029,212.6228,6090.318161
9314,5,30,3048.28,0,3,0,0,0,59.17567,147.4421,5305.771174
9315,0,72,41036.59,0,2,0,1,0,67.01405,149.9378,6081.603462
9316,1,73,14652.88,0,0,0,0,1,70.05743,222.65,6355.992915
9317,3,75,13363.47,0,3,0,0,1,67.22133,152.4555,6338.594614
9318,0,74,62602.89,0,2,1,0,1,63.10868,219.9902,5661.364423
9319,3,42,65893.07,0,0,0,1,0,51.426,220.1185,4750.441086
