dependent,married,gender,churn,contract,internet_service,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,dataset
No,Yes,Male,No,Two year,DSL,No,No,Yes,Yes,Yes,No,No,No,Yes,eCheck,68.0,41.95,Competitor
Yes,Yes,Male,No,Month-to-month,DSL,Yes,No,No,No,Yes,Yes,No,No,No,Check,31.0,54.35,Competitor
No,No,Female,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,No,Yes,Yes,eCheck,1.0,56.25,Competitor
No,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,eCheck,21.0,106.1,Competitor
No,Yes,Female,No,One year,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,eCheck,63.0,96.0,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,Autopay,2.0,79.75,Competitor
Yes,Yes,Female,No,Two year,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,61.0,61.45,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,No,eCheck,1.0,68.65,Competitor
No,No,Male,No,One year,None,Yes,No,No,No,No,No,No,No,No,Check,18.0,19.65,Competitor
Yes,Yes,Female,No,One year,None,Yes,No,No,No,No,No,No,No,No,Autopay,6.0,19.0,Competitor
No,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,eCheck,33.0,100.0,Competitor
No,No,Male,Yes,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Autopay,16.0,20.25,Competitor
No,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,eCheck,56.0,98.7,Competitor
Yes,No,Male,No,One year,None,Yes,No,No,No,No,No,No,No,No,Check,23.0,19.8,Competitor
No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,eCheck,9.0,73.8,Competitor
No,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,eCheck,14.0,100.2,Competitor
Yes,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,15.0,74.9,Competitor
No,No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Autopay,5.0,20.05,Competitor
No,Yes,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,eCheck,61.0,106.2,Competitor
Yes,Yes,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,70.0,116.55,Competitor
No,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,eCheck,15.0,99.7,Competitor
Yes,Yes,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Check,8.0,19.7,Competitor
Yes,Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Check,8.0,19.5,Competitor
No,No,Female,No,Month-to-month,DSL,No,No,Yes,No,No,No,No,No,Yes,Check,4.0,29.15,Competitor
No,No,Female,No,One year,DSL,Yes,No,Yes,Yes,No,No,No,No,No,Check,34.0,55.0,Competitor
No,Yes,Male,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,68.0,90.8,Competitor
Yes,Yes,Female,No,One year,DSL,No,No,No,Yes,Yes,Yes,No,Yes,No,Autopay,45.0,51.0,Competitor
No,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,eCheck,9.0,90.1,Competitor
No,No,Female,No,Month-to-month,DSL,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Check,22.0,59.05,Competitor
No,No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,2.0,20.3,Competitor
No,Yes,Male,No,Two year,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Autopay,70.0,72.95,Competitor
Yes,No,Female,No,One year,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Autopay,10.0,73.55,Competitor
No,No,Male,No,Two year,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Autopay,72.0,84.3,Competitor
Yes,Yes,Female,No,One year,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Autopay,49.0,78.0,Competitor
No,No,Female,No,One year,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Check,54.0,72.1,Competitor
No,No,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Autopay,71.0,106.75,Competitor
No,No,Female,No,One year,None,Yes,No,No,No,No,No,No,No,Yes,Check,22.0,19.25,Competitor
Yes,Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Autopay,50.0,20.55,Competitor
Yes,Yes,Female,No,One year,None,Yes,No,No,No,No,No,No,No,No,Check,43.0,20.0,Competitor
Yes,Yes,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,45.0,24.65,Competitor
No,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Autopay,64.0,103.5,Competitor
Yes,Yes,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,No,Check,23.0,23.85,Competitor
No,Yes,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,No,Autopay,68.0,25.8,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,eCheck,1.0,70.85,Competitor
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Autopay,2.0,69.8,Competitor
No,No,Male,No,One year,DSL,Yes,No,No,No,No,Yes,Yes,No,No,Autopay,26.0,59.45,Competitor
No,Yes,Male,Yes,Month-to-month,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Autopay,55.0,54.55,Competitor
No,No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,eCheck,14.0,20.05,Competitor
No,Yes,Male,No,Two year,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,eCheck,71.0,82.55,Competitor
No,No,Male,No,One year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,eCheck,64.0,81.25,Competitor
No,No,Female,Yes,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Autopay,7.0,70.75,Competitor
No,No,Female,No,Two year,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Autopay,57.0,74.3,Competitor
No,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,No,eCheck,13.0,94.1,Competitor
Yes,Yes,Female,Yes,Month-to-month,DSL,No,No,Yes,No,No,No,No,No,No,Autopay,3.0,29.7,Competitor
No,Yes,Male,No,Two year,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Autopay,72.0,109.7,Competitor
Yes,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Autopay,40.0,96.35,Competitor
No,Yes,Male,No,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Autopay,14.0,66.6,Competitor
Yes,Yes,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,eCheck,2.0,44.5,Competitor
No,No,Male,Yes,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Autopay,66.0,110.9,Competitor
No,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,eCheck,38.0,105.0,Competitor
Yes,No,Male,Yes,Month-to-month,DSL,No,No,No,No,No,No,No,No,Yes,eCheck,1.0,25.3,Competitor
No,No,Male,Yes,One year,DSL,Yes,No,No,Yes,No,Yes,No,No,Yes,Autopay,22.0,55.15,Competitor
No,No,Male,Yes,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Check,1.0,20.1,Competitor
No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Check,5.0,80.1,Competitor
Yes,Yes,Male,No,One year,DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Autopay,29.0,69.05,Competitor
Yes,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Check,1.0,69.9,Competitor
No,No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,3.0,20.4,Competitor
Yes,Yes,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Autopay,71.0,19.7,Competitor
Yes,No,Male,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No,Yes,eCheck,9.0,50.1,Competitor
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,eCheck,43.0,101.4,Competitor
No,No,Female,No,One year,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Autopay,48.0,83.45,Competitor
No,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Autopay,26.0,86.65,Competitor
No,No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Autopay,9.0,20.15,Competitor
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,eCheck,1.0,80.8,Competitor
Yes,Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Autopay,46.0,19.4,Competitor
No,No,Male,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Autopay,2.0,62.05,Competitor
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,eCheck,1.0,76.45,Competitor
Yes,Yes,Male,No,Two year,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Autopay,64.0,60.05,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,eCheck,12.0,91.3,Competitor
No,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,eCheck,6.0,95.75,Competitor
No,Yes,Female,No,One year,None,Yes,No,No,No,No,No,No,No,No,Check,59.0,20.35,Competitor
No,No,Female,No,One year,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Check,7.0,94.05,Competitor
No,Yes,Female,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Autopay,72.0,84.1,Competitor
No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,eCheck,16.0,78.75,Competitor
No,Yes,Male,No,Month-to-month,DSL,Yes,Yes,No,No,Yes,No,No,No,No,Autopay,25.0,55.55,Competitor
No,Yes,Female,Yes,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No,No,eCheck,34.0,62.65,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,eCheck,1.0,74.5,Competitor
Yes,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Autopay,10.0,102.1,Competitor
No,Yes,Male,No,One year,None,Yes,No,No,No,No,No,No,No,No,Check,24.0,20.1,Competitor
Yes,Yes,Female,No,One year,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No,No,eCheck,10.0,70.3,Competitor
No,Yes,Male,No,One year,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,Autopay,69.0,53.65,Competitor
No,No,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Check,57.0,20.75,Competitor
Yes,Yes,Male,No,One year,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,50.0,103.4,Competitor
Yes,Yes,Male,No,One year,DSL,No,No,Yes,No,Yes,Yes,Yes,No,No,Check,28.0,50.8,Competitor
No,No,Female,Yes,Month-to-month,DSL,Yes,No,Yes,No,No,No,No,No,Yes,eCheck,16.0,50.15,Competitor
No,No,Male,No,Month-to-month,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Check,25.0,79.0,Competitor
No,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Autopay,3.0,74.6,Competitor
No,Yes,Male,No,One year,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Autopay,61.0,96.5,Competitor
No,No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,2.0,20.1,Competitor
Yes,Yes,Male,No,One year,None,Yes,No,No,No,No,No,No,No,No,Check,51.0,19.4,Competitor
Yes,Yes,Female,No,Two year,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Autopay,71.0,77.55,Competitor
Yes,Yes,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,20.0,20.05,Competitor
Yes,Yes,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Autopay,6.0,19.85,Competitor
No,No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,6.0,20.2,Competitor
No,No,Female,No,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Check,29.0,67.45,Competitor
No,No,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,36.0,18.55,Competitor
No,No,Female,No,Month-to-month,DSL,No,No,No,No,Yes,No,No,No,Yes,Check,28.0,29.75,Competitor
No,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,eCheck,7.0,86.5,Competitor
No,No,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,No,Check,63.0,24.2,Competitor
Yes,Yes,Male,No,Two year,None,Yes,Yes,No,No,No,No,No,No,No,Check,48.0,23.55,Competitor
No,Yes,Female,No,One year,None,Yes,No,No,No,No,No,No,No,No,Autopay,49.0,20.45,Competitor
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,eCheck,27.0,81.45,Competitor
No,Yes,Male,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Autopay,72.0,92.3,Competitor
No,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,eCheck,1.0,69.15,Competitor
Yes,Yes,Female,No,Two year,DSL,No,No,No,Yes,No,Yes,Yes,Yes,No,Autopay,72.0,53.65,Competitor
No,No,Female,No,One year,DSL,No,No,Yes,Yes,No,Yes,No,No,No,Autopay,47.0,39.65,Competitor
No,No,Female,No,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,No,Yes,eCheck,1.0,54.65,Competitor
No,No,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Autopay,36.0,104.8,Competitor
Yes,Yes,Male,No,Month-to-month,DSL,No,No,No,Yes,No,No,No,No,No,Autopay,43.0,29.3,Competitor
No,Yes,Female,No,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,eCheck,27.0,83.85,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,eCheck,9.0,79.55,Competitor
No,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,eCheck,38.0,103.65,Competitor
No,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,eCheck,35.0,99.05,Competitor
Yes,Yes,Female,No,Two year,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Check,0.0,73.35,Competitor
No,Yes,Female,No,Two year,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Check,59.0,100.05,Competitor
No,No,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Autopay,27.0,20.35,Competitor
No,No,Female,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,No,eCheck,2.0,43.95,Competitor
No,No,Male,No,Month-to-month,None,Yes,Yes,No,No,No,No,No,No,No,Check,7.0,23.5,Competitor
No,No,Female,No,One year,DSL,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Check,36.0,70.7,Competitor
Yes,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Autopay,41.0,94.3,Competitor
No,No,Female,No,Month-to-month,DSL,No,No,No,Yes,No,No,No,No,No,eCheck,13.0,29.15,Competitor
Yes,No,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Autopay,19.0,20.85,Competitor
No,Yes,Female,No,Two year,DSL,No,No,Yes,Yes,No,Yes,No,No,No,Autopay,60.0,37.7,Competitor
Yes,No,Female,Yes,Two year,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Check,48.0,95.5,Competitor
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,No,eCheck,3.0,91.05,Competitor
No,Yes,Male,No,Two year,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Check,69.0,92.45,Competitor
No,No,Male,No,One year,DSL,No,No,No,No,Yes,Yes,No,Yes,No,eCheck,43.0,44.15,Competitor
Yes,No,Female,No,One year,DSL,No,No,Yes,No,No,Yes,No,No,Yes,Check,11.0,36.05,Competitor
No,Yes,Female,No,Month-to-month,DSL,Yes,No,No,No,Yes,No,No,No,Yes,Autopay,45.0,50.25,Competitor
No,Yes,Male,No,Two year,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,72.0,109.75,Competitor
No,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,No,eCheck,2.0,79.2,Competitor
Yes,Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Autopay,12.0,20.3,Competitor
Yes,Yes,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,67.0,112.35,Competitor
No,Yes,Male,No,Two year,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Check,37.0,94.3,Competitor
No,No,Female,No,One year,DSL,No,No,Yes,Yes,No,Yes,No,No,No,Autopay,39.0,41.15,Competitor
No,No,Female,No,Month-to-month,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Autopay,41.0,74.65,Competitor
No,No,Female,No,Month-to-month,DSL,No,No,No,No,Yes,No,Yes,Yes,Yes,eCheck,25.0,48.25,Competitor
Yes,Yes,Male,No,Two year,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Autopay,8.0,76.15,Competitor
Yes,Yes,Female,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Check,71.0,71.1,Competitor
No,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,No,eCheck,5.0,96.55,Competitor
No,No,Female,No,One year,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Autopay,30.0,79.3,Competitor
No,No,Male,No,One year,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Autopay,40.0,89.6,Competitor
No,No,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,Yes,Check,54.0,20.5,Competitor
No,Yes,Male,No,Two year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Autopay,72.0,106.3,Competitor
Yes,Yes,Male,No,One year,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Autopay,28.0,100.35,Competitor
Yes,Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Yes,eCheck,18.0,85.6,Competitor
No,No,Female,Yes,Month-to-month,DSL,No,No,No,No,No,No,Yes,Yes,Yes,eCheck,2.0,45.25,Competitor
Yes,Yes,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,eCheck,59.0,106.15,Competitor
Yes,Yes,Male,No,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,No,Yes,eCheck,22.0,51.1,Competitor
No,No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,1.0,19.9,Competitor
No,Yes,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,72.0,25.7,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,eCheck,14.0,74.3,Competitor
No,Yes,Male,No,One year,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,No,eCheck,50.0,99.4,Competitor
Yes,Yes,Female,No,One year,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Autopay,48.0,69.7,Competitor
Yes,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,eCheck,49.0,98.35,Competitor
Yes,Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,No,eCheck,28.0,85.45,Competitor
No,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,eCheck,68.0,95.9,Competitor
No,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,No,eCheck,13.0,100.75,Competitor
No,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,eCheck,11.0,89.2,Competitor
No,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,3.0,74.1,Competitor
No,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,No,eCheck,57.0,100.6,Competitor
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,No,Check,3.0,75.0,Competitor
No,Yes,Male,No,Two year,None,Yes,Yes,No,No,No,No,No,No,No,Autopay,72.0,25.75,Competitor
Yes,Yes,Male,No,Two year,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,eCheck,70.0,84.1,Competitor
Yes,Yes,Female,No,Two year,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Autopay,49.0,79.3,Competitor
No,Yes,Female,No,One year,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Autopay,67.0,107.05,Competitor
No,No,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Autopay,46.0,20.05,Competitor
No,No,Female,Yes,Two year,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Autopay,64.0,70.2,Competitor
No,Yes,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Autopay,37.0,19.5,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,No,eCheck,2.0,70.75,Competitor
No,Yes,Female,No,Month-to-month,DSL,No,No,No,No,No,No,Yes,Yes,No,eCheck,13.0,45.3,Competitor
No,Yes,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,eCheck,72.0,115.15,Competitor
Yes,Yes,Male,No,Two year,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Autopay,68.0,72.95,Competitor
Yes,Yes,Male,No,One year,None,Yes,No,No,No,No,No,No,No,No,Check,15.0,19.65,Competitor
No,No,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,24.0,19.55,Competitor
No,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,Yes,eCheck,24.0,89.55,Competitor
No,No,Male,No,Month-to-month,DSL,Yes,No,Yes,No,No,No,No,No,No,Check,27.0,50.35,Competitor
No,No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,No,No,Autopay,12.0,50.25,Competitor
Yes,Yes,Female,No,Two year,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Autopay,71.0,87.25,Competitor
Yes,Yes,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,Yes,Check,67.0,20.8,Competitor
No,Yes,Female,No,Two year,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,63.0,109.25,Competitor
No,No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,1.0,20.35,Competitor
No,No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,Yes,Yes,eCheck,4.0,55.9,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,Yes,Autopay,40.0,79.2,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,eCheck,12.0,96.0,Competitor
Yes,Yes,Male,No,Two year,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,eCheck,52.0,79.2,Competitor
No,No,Male,No,Month-to-month,None,Yes,Yes,No,No,No,No,No,No,Yes,eCheck,10.0,24.0,Competitor
No,No,Male,No,One year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Autopay,68.0,101.35,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,eCheck,54.0,100.1,Competitor
Yes,Yes,Female,Yes,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,No,No,No,Check,4.0,56.5,Competitor
No,Yes,Female,No,One year,DSL,No,No,Yes,No,Yes,No,No,No,No,Check,52.0,35.45,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Yes,eCheck,1.0,85.0,Competitor
No,Yes,Male,No,One year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Autopay,70.0,79.4,Competitor
No,No,Male,No,One year,DSL,No,No,Yes,No,Yes,No,No,No,Yes,Autopay,43.0,35.2,Competitor
No,No,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Check,52.0,19.65,Competitor
No,No,Female,No,Two year,DSL,No,No,Yes,No,Yes,Yes,No,Yes,No,Check,12.0,49.85,Competitor
Yes,Yes,Female,No,One year,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Autopay,56.0,68.75,Competitor
Yes,No,Male,No,Two year,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Autopay,0.0,61.9,Competitor
No,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,No,eCheck,42.0,79.9,Competitor
No,Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Autopay,22.0,89.75,Competitor
Yes,Yes,Male,Yes,One year,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes,No,eCheck,51.0,59.3,Competitor
No,No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,27.0,19.4,Competitor
No,Yes,Male,No,One year,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Autopay,51.0,93.65,Competitor
Yes,No,Male,Yes,Month-to-month,DSL,Yes,No,Yes,No,No,No,No,No,Yes,eCheck,4.0,49.4,Competitor
