,children,age,online_security,monthly_charge,bandwidth_gb_year
7175,1,41,0,159.9942,5690.994186
4470,4,33,0,152.4742,1514.229261
891,4,60,1,267.664655,1640.006106
1969,0,44,0,172.470522,1269.403112
5757,0,24,0,114.9509,5754.564928
6527,7,65,1,140.0342,6261.334731
6294,3,30,0,207.6094,6492.293148
7595,1,79,0,92.45514,6051.500521
3249,2,70,0,187.6094,1862.789527
6570,4,58,0,179.9476,4194.479859
6638,0,41,0,159.9656,6333.859497
7351,4,62,0,159.9476,5955.858742
9172,4,56,0,162.4538,6262.462856
7473,0,44,0,125.0073,5130.51612
9601,1,82,0,172.4742,5963.585225
8673,4,40,1,194.9882,3850.583581
1239,1,56,1,172.510442,945.8621325
2289,0,43,0,152.4579,949.5030179
2740,2,72,0,127.475,825.6485531
4585,1,61,1,139.9568,2199.664389
1229,7,23,0,159.979358,2008.680996
6980,1,78,0,275.1198,5714.245646
5178,0,43,0,230.1051,6010.445763
4293,2,31,1,142.5007,1238.891522
1058,4,83,0,79.978861,571.1030177
6262,0,88,1,202.65,6515.886968
281,2,88,0,129.948316,676.1747964
968,4,41,1,139.979239,754.4414431
3953,8,19,1,142.4689,1368.093103
1939,2,64,0,159.965008,1324.519398
8464,2,76,1,119.9897,5938.504348
1274,1,33,0,152.47417,2295.960298
619,0,38,0,147.442069,944.3304649
8505,0,69,1,212.6228,5002.761216
1742,4,86,0,162.460772,1461.63461
1390,1,60,0,134.980139,831.4033785
2203,8,19,0,137.4836,1244.250467
3568,4,43,1,184.961,1745.550396
6116,2,53,1,162.4526,4538.800188
9970,1,37,0,192.4404,5471.040392
6052,3,21,1,129.9926,5832.81909
3178,3,48,0,194.9663,2255.21511
3192,6,62,1,177.4945,1499.696874
6099,1,52,0,137.4616,4829.62672
7029,3,82,0,204.9797,6274.249297
575,1,56,0,275.133571,1057.571757
6656,4,57,0,262.6106,5299.821269
7115,3,77,1,217.4702,4896.644429
8802,2,26,0,159.9512,5765.098354
6276,7,80,0,104.9629,4522.06926
8984,1,82,0,147.4601,5754.337346
5897,2,43,0,174.9768,5940.705687
5724,0,70,1,117.4686,5319.498579
269,1,78,1,197.516854,704.7552669
629,0,38,0,149.984492,688.2231899
3081,3,40,0,197.4725,1091.519949
3466,1,54,0,262.6106,1260.9421
6430,0,74,1,149.989,5328.929299
9311,4,37,0,204.9797,4549.43734
7062,2,70,0,240.1149,5525.488035
9727,1,55,0,159.9805,4688.358124
5543,1,80,0,184.9963,4081.555041
4356,0,47,1,129.9763,2977.360531
2113,7,19,0,220.1478,1794.594938
8219,1,72,1,217.484,6066.50191
3216,1,31,0,149.9483,693.5702614
3814,0,24,1,255.1417,1159.773784
8321,3,55,0,175.1331,4267.521539
8589,1,63,1,184.9785,4354.210928
2278,3,35,0,159.965,843.9673513
4599,3,89,0,159.9349,486.381294
13,5,29,1,184.971516,1948.694497
9225,1,82,0,192.4705,5890.196741
1525,0,18,0,112.455141,278.350323
2365,0,62,0,210.1518,1473.485303
4648,2,40,0,207.6094,1143.400963
374,0,48,1,142.482694,1865.48625
8521,2,54,0,184.9797,6175.765224
6477,1,23,1,174.9882,6658.685288
525,0,73,0,139.951231,736.161108
6895,1,43,1,132.466,5663.491757
3591,1,39,1,149.9598,462.9626012
7904,1,51,0,230.1051,6359.455223
2958,0,63,1,182.497,1256.45775
529,0,22,0,149.991327,655.3814577
3714,1,47,0,192.4567,1928.36236
4732,4,20,0,242.6106,2133.046997
1394,0,85,0,112.484375,552.7011071
5631,4,73,1,184.9647,5526.487954
6563,1,67,1,210.127,5521.477482
4703,0,77,1,235.1417,1617.064452
1712,1,18,1,152.466002,1344.718981
9755,0,64,1,197.4876,5406.560212
955,0,88,1,190.12704,1663.694612
6675,0,29,1,187.4811,5917.583628
3453,4,56,0,127.4586,757.4450596
2071,1,60,0,124.9781,592.6545248
9740,0,37,0,159.983,5852.594859
158,0,81,0,252.637807,2190.259876
7005,0,36,1,174.9755,5942.591122
352,3,48,0,192.456745,1312.008382
6078,1,45,1,190.127,5326.555997
6236,3,58,1,94.97283,5933.23425
2920,9,80,0,167.4564,1810.474782
4644,1,29,0,255.1336,1878.869681
661,3,82,0,127.458638,1639.197703
7057,0,82,0,169.9928,5798.959401
3665,3,88,0,147.4601,412.2016012
7979,3,27,1,229.9931,5569.122833
306,1,36,0,104.962874,823.0046464
4790,0,43,0,162.4538,1076.672787
2356,4,49,0,124.9935,880.6292606
1927,3,27,1,174.988208,1553.937724
9939,2,52,1,232.652,5902.857464
3427,4,65,0,192.4567,721.7486176
3638,1,41,0,204.9797,755.3426141
1266,3,63,0,127.488728,875.0932458
1560,0,63,0,157.469817,788.6164497
7179,3,77,0,159.9476,6469.597429
4109,0,49,1,207.4673,1985.001327
7867,1,79,1,245.1283,5899.700912
4904,4,54,0,162.4713,945.4518917
7294,8,72,0,265.147,6556.237246
514,0,89,0,207.638588,867.2394016
894,4,59,0,117.439154,1582.783024
21,3,30,1,127.495766,594.1054279
899,1,32,0,129.994975,463.6509838
207,1,54,0,169.944668,758.4775985
458,1,36,0,112.484375,589.9932647
2430,7,61,0,172.4567,964.1421939
8442,1,43,1,235.1555,4732.920025
3389,0,41,0,147.4601,1292.234972
3911,0,28,1,255.1417,1792.010429
5383,2,53,0,175.1331,6135.277354
552,3,25,1,225.131966,2936.746847
3144,0,27,1,120.0049,966.7789453
6917,0,72,0,172.4871,5160.058163
2056,3,23,0,127.4601,2130.220399
1925,3,53,0,172.47417,641.4963126
634,0,80,1,242.632554,857.6130334
6082,1,27,0,207.4754,4676.648543
9270,1,74,0,147.4564,6074.125643
9678,8,61,0,222.6143,6792.669914
105,3,71,0,204.963371,826.3438621
3041,7,82,1,210.127,973.9939163
1709,2,46,0,210.105118,2734.384392
89,0,61,0,134.950905,393.6524652
7014,4,20,0,159.983,6065.762988
3174,1,72,0,117.4392,1436.859689
917,4,50,1,142.485486,836.5749555
7833,0,87,0,187.656,6328.049165
6732,0,25,0,207.6094,5785.930696
1949,4,21,1,202.649979,3098.243332
6368,2,43,1,232.6228,6116.195461
1,1,27,1,242.632554,800.9827661
8032,0,75,0,255.1336,5849.55113
6047,1,72,1,162.4689,4489.316917
2720,0,19,1,162.4653,1076.138741
9812,2,66,1,129.9915,5622.709975
3117,0,74,0,242.6106,1264.000346
9465,0,37,1,164.9715,6006.148703
3762,0,56,1,174.9882,1901.748017
213,0,75,1,225.178625,2301.850721
778,2,87,0,129.994975,752.9918959
3496,4,54,0,194.9992,714.3448036
8817,3,65,1,162.4653,6463.857008
2043,0,34,0,159.9656,884.8222735
5420,3,26,1,117.4835,4893.99719
6154,0,44,0,104.9629,5111.961455
8357,1,32,0,217.4725,4557.472307
8707,2,24,1,177.4945,5759.875218
8465,2,55,0,139.9979,6127.777658
4167,1,31,0,149.9913,1971.643189
3788,0,87,0,117.4858,313.8263132
583,1,22,0,204.963371,1262.007891
9911,1,28,0,232.624,6827.563026
9986,2,79,1,204.961,5174.997026
116,6,24,0,137.483594,1353.29384
6644,0,42,0,262.6106,5708.03691
9033,9,86,1,194.9581,6215.18264
9951,0,65,0,255.1198,5035.210271
8959,2,46,0,124.9781,5950.964541
1763,6,35,1,162.452604,1712.040252
1875,3,89,0,127.488728,846.2276311
3224,7,56,0,104.9629,1628.215009
526,4,21,0,117.439154,2148.889242
7725,2,24,0,192.4705,5620.276365
2946,3,32,0,169.9378,1599.005155
4473,2,36,1,142.4855,1019.877653
5655,1,77,0,139.9512,5992.346598
6059,1,18,0,112.4551,5392.197566
959,1,21,0,142.471255,985.5778302
6342,1,51,0,117.4392,6121.797944
3633,4,46,1,245.1612,985.96179
1050,1,19,0,92.455141,2020.504216
3380,1,62,0,164.967,1273.860067
3676,1,80,1,117.4686,1876.277402
5776,3,21,0,184.9496,6161.945348
9045,0,81,0,147.4421,5908.641632
6573,3,42,0,102.4746,4114.377391
5179,3,52,0,124.9781,5249.37739
1607,1,48,1,149.99153,749.2520943
3610,2,48,0,192.4885,1235.76897
9758,0,87,0,134.9509,5420.186868
6635,4,79,0,162.4676,6602.646284
9997,1,48,1,169.9741,4159.305799
791,2,84,1,160.00128,513.2164776
3056,1,57,0,137.4698,1109.320307
1980,2,87,0,184.963371,1330.615859
3598,2,20,1,255.1555,1553.215778
933,0,64,1,129.977753,853.1123448
7424,2,28,0,137.4392,6014.982252
5626,3,48,1,177.4876,6708.158084
1682,2,43,1,245.128318,2081.752385
4179,2,59,0,207.6094,1224.407955
6446,1,31,1,137.4686,4911.905543
4116,0,45,0,139.9349,1676.476901
988,2,63,1,229.993134,643.5422493
2896,1,33,0,147.4564,1212.659466
3778,9,80,1,159.9875,951.5719456
5658,2,66,0,127.4738,5576.448425
3093,5,25,0,147.4713,1292.562403
3155,1,74,0,137.4392,607.6047155
1823,4,71,1,114.972827,1153.262724
9622,3,70,1,222.6326,5808.103829
1098,4,88,1,225.178625,910.9230162
2844,2,20,0,220.1149,2181.086069
3342,0,86,0,137.4698,1938.215738
38,1,66,1,184.964681,1113.993679
6540,3,85,0,240.1149,3514.848918
9473,4,72,0,275.1198,5053.249434
3356,1,35,0,147.4564,1045.602146
7813,1,43,0,159.9642,6339.798083
8220,1,52,1,142.4827,5489.502601
9227,5,54,1,129.9763,5194.999763
2428,4,89,0,220.1149,2168.702608
5043,1,19,1,255.1555,6110.01152
5346,3,70,1,142.4827,6407.974398
4811,1,68,0,230.1051,982.7165421
8476,7,33,1,162.5299,4727.495412
686,1,27,0,149.937833,1554.416773
4799,0,68,0,202.4433,1624.869828
7437,1,54,1,255.1417,6373.036903
2353,1,66,0,159.9476,822.7908952
6353,1,37,1,197.4945,5504.661312
4569,0,69,0,194.9525,1183.666028
8213,3,28,0,92.45514,5899.437256
2752,1,53,0,242.6143,1369.012136
8073,0,42,0,214.9525,4235.297978
1040,3,57,1,255.141716,933.2803403
7491,4,47,0,184.9634,5805.996684
1265,1,26,0,147.442069,488.2811705
9265,5,24,0,139.983,4678.84382
7059,1,18,0,139.965,6207.037282
277,1,70,1,235.159141,2522.88913
5084,0,49,0,162.4713,5040.384412
2382,3,57,0,137.4392,1103.759867
571,0,28,0,137.439154,1950.886897
1435,0,55,0,245.146969,2207.767111
5352,3,76,1,255.1555,4894.603978
5445,2,61,0,124.9781,4594.835502
1007,3,70,0,104.962874,433.121911
4543,9,30,0,197.6288,2696.777135
8816,0,73,0,139.9979,5599.71353
2064,1,23,1,172.4624,1187.710162
1136,0,75,1,187.481057,2091.178584
5343,0,30,0,207.6386,5474.08598
294,1,71,0,207.475448,1886.153328
2403,3,59,0,187.656,969.0951508
3998,2,77,0,169.9378,800.6201669
3741,4,28,0,252.624,942.1751694
9222,2,47,0,162.4713,5924.499555
2719,3,30,0,182.49,1176.899402
9199,0,48,0,207.6094,4443.076355
5150,1,40,1,235.1591,6528.295974
2808,2,57,0,124.9935,1404.351494
556,0,59,0,104.962874,1215.114995
8925,0,89,0,139.9979,4622.680672
4795,1,24,1,215.1591,1771.091615
2469,2,55,0,192.4404,1584.550026
3738,3,21,1,160.0013,1956.709597
4286,1,79,0,182.4538,910.2691862
2604,0,29,1,202.65,1589.753327
362,1,70,0,137.468388,1061.587971
6924,6,66,0,182.4433,5493.9737
1704,0,50,1,199.990219,1806.970628
2139,3,69,0,127.4887,545.9811422
3239,1,78,0,169.9447,462.4081269
2383,0,84,0,147.5031,896.304005
7314,3,77,0,230.1344,5511.495437
4311,1,79,1,255.1555,887.9936218
1312,4,55,0,117.485813,541.4070913
3930,6,52,1,197.4945,1118.046807
6183,3,37,0,210.1518,6557.61015
1591,0,32,0,127.442069,1313.42902
9387,0,63,0,267.6427,5645.707551
2162,1,89,0,159.9349,727.0646246
2396,3,78,1,190.1737,1140.769093
317,1,49,0,220.118516,1693.576099
5233,3,77,1,150.0208,5674.734009
5068,2,88,1,190.127,5739.806189
4036,4,85,0,149.9621,769.3159079
3020,3,28,0,137.4684,1847.394712
8228,0,26,0,137.4872,6039.331412
5295,1,78,1,242.6326,5351.620303
3972,9,21,1,222.65,1967.055899
5370,2,85,0,159.9512,4580.335893
4133,1,71,0,149.9447,1882.950851
974,1,43,0,240.114868,708.9358044
7291,3,23,1,212.6695,5965.231611
954,10,57,0,255.137219,2389.270826
9306,0,31,0,200.1323,6330.802447
5016,2,58,1,162.4818,4983.596064
9730,3,49,1,107.4806,4327.184375
7490,1,27,1,174.9744,5445.434955
1640,4,72,1,202.636202,1279.856552
1290,1,68,1,197.470195,1356.12218
1380,0,21,0,200.118516,1330.988714
1933,4,37,0,137.487242,1283.266496
4675,0,75,1,114.9728,1241.590602
892,1,74,0,157.469817,545.6211065
7287,3,19,1,194.9744,5985.296176
4876,1,78,0,137.4684,362.0020605
7906,2,65,0,204.9634,6188.586368
8194,5,36,1,152.5104,6236.657026
9379,6,84,1,140.0049,4852.53915
2466,2,30,0,129.9621,2207.805016
7657,3,43,1,147.4783,5138.564566
1913,2,70,0,124.993537,396.4162432
2736,4,63,1,210.127,818.8755109
726,0,31,0,157.483594,908.0504522
7214,0,81,0,159.965,4727.77449
8245,0,71,0,232.6378,4718.201931
1796,3,38,0,235.137219,2363.604752
3845,3,36,0,212.6415,1192.839844
6402,2,36,1,190.127,6024.749674
936,9,52,0,139.99789,1375.909262
2265,2,21,0,262.6106,1658.673224
824,2,47,1,154.975543,1396.977223
7274,2,43,0,149.9707,5665.576718
1389,1,44,0,159.951231,726.8978219
3564,3,54,1,172.5104,1080.663566
5429,0,76,0,112.4551,5766.913605
7827,0,85,1,194.9882,5230.965245
5690,2,22,0,159.9512,5095.502574
7878,1,59,1,257.6549,5381.845958
1868,7,52,1,190.12704,1751.02003
8202,1,34,0,149.9447,4445.497919
7486,1,34,0,104.9781,6058.836085
806,0,44,1,182.465269,1039.252532
4805,4,68,0,214.9525,1598.336024
9152,0,48,0,262.6106,6516.704569
7511,1,22,0,159.9512,4794.084269
8056,1,25,0,127.4586,5409.545415
4494,9,30,0,232.6415,1491.790762
2632,4,63,1,217.4702,1483.466725
8900,0,25,1,232.652,5438.301299
8623,2,39,1,174.9919,5422.029613
7832,0,37,0,112.4551,5633.460754
4388,4,42,0,105.011,2027.833188
145,8,75,0,217.472533,882.1160656
6467,1,53,0,159.9349,4214.148669
2033,3,68,0,159.965,733.0007061
9127,0,76,0,179.9794,4318.58203
1165,0,72,0,172.487091,504.9814106
2050,4,60,0,172.4567,1680.552794
3760,3,81,0,200.1652,892.372841
4435,3,63,0,172.4441,479.5519429
3430,5,36,1,164.9853,1670.602657
8190,2,65,0,232.6707,6139.355865
8753,0,83,1,257.6513,6325.364407
7069,1,79,1,194.9882,5785.941862
4361,0,83,1,184.9853,497.5901263
1771,0,58,0,127.458638,850.5053759
3511,0,41,1,182.4653,896.9821918
271,0,38,0,175.133074,1282.279049
8436,2,49,1,235.1417,5697.928731
2032,3,28,1,114.9728,411.9057225
9664,1,46,0,179.9476,5667.494149
3810,5,80,0,192.4404,606.098118
4346,1,74,1,164.9785,2396.551383
545,1,59,1,139.987503,775.0343206
3241,2,49,1,182.4653,1434.719912
8502,1,82,0,184.9797,5048.660319
9918,2,44,0,194.9768,5033.743938
7564,0,55,0,139.965,6176.784118
920,1,38,1,194.958118,1553.013845
9118,1,60,1,245.132,6354.692181
6640,2,55,1,149.9598,5677.907968
7694,1,61,0,124.9935,3185.817507
8230,2,71,0,220.1185,5471.244549
7126,3,39,0,79.97886,4701.013371
4278,0,23,1,142.4855,2427.967505
2983,0,69,0,232.6415,1423.721197
130,0,47,0,139.965008,1162.332926
7980,0,33,0,222.6609,6060.196481
2667,1,38,0,127.4421,1069.18746
7138,1,30,0,159.965,5168.943477
3223,2,70,0,192.4404,553.0231321
7693,4,74,0,127.4887,4929.748542
5392,3,89,0,172.5034,5384.246623
614,1,18,0,232.637807,1517.166558
9902,6,21,1,164.9889,4713.388987
1466,0,58,0,114.983787,391.7847619
4497,0,83,1,139.9875,1459.899487
3042,0,61,1,172.5104,456.0822503
2419,0,50,1,152.4884,1076.021746
5085,4,52,1,152.4952,4367.397207
3294,1,72,0,104.9629,831.9969597
6737,1,27,0,182.4538,5406.88534
1500,2,30,0,204.963371,834.3144319
1521,2,68,1,114.972827,253.7938252
9117,0,60,1,164.9889,4149.822715
4232,0,57,0,179.9476,902.9358857
7686,5,31,1,242.6326,6481.198108
4430,1,18,0,187.6422,788.1036301
390,3,61,1,162.482694,703.6927423
9858,3,53,0,139.9512,5447.605945
7124,0,66,0,139.9512,5699.383058
5913,0,48,0,92.45514,6242.49162
8592,6,58,1,245.175,6771.922364
4806,4,81,0,194.9699,2038.974824
8954,2,24,0,147.4738,6082.615608
8238,0,43,0,127.4421,6208.310064
8044,1,20,0,112.4844,5604.566058
9782,0,68,0,159.9349,5913.927772
3993,0,70,0,147.4421,630.454611
9551,6,66,1,164.9889,5977.806518
6609,2,54,1,177.6508,4309.116061
5319,3,79,1,194.9744,4455.454555
7119,1,63,1,142.5007,5609.120133
2421,3,43,1,194.9581,1505.877788
5604,1,59,0,124.9781,5722.009817
1750,1,62,0,187.642236,1054.514104
9015,1,51,0,275.1336,5989.772755
9718,3,88,0,149.9845,4296.188726
338,3,74,0,104.97808,1220.452161
8407,2,38,0,162.4937,5015.195312
1341,3,39,1,255.155493,1568.344567
9544,1,63,1,237.6549,6074.154988
7982,3,37,1,119.9568,5789.007701
3640,0,56,0,179.9794,702.2310933
329,9,19,1,222.679213,1973.661316
8828,1,63,1,139.9568,6036.967859
3004,1,22,0,242.6281,1021.343044
6960,4,50,1,137.4686,3495.928662
4090,0,34,0,159.965,638.2966688
2322,4,80,0,149.9483,295.9085258
6667,0,67,0,114.9658,4656.349658
7009,0,65,0,134.9509,4107.705445
4197,0,45,0,204.9797,1570.913875
3549,0,59,1,255.1555,950.0977853
8363,3,68,0,124.9607,6076.692844
4203,1,53,0,207.6094,2070.311565
9310,1,89,0,117.4858,5649.428932
8936,2,73,1,150.007,5012.390451
6185,2,51,0,220.1185,5640.487005
1639,1,75,0,232.637807,1970.26742
60,1,26,1,164.964681,1086.990308
1240,3,45,1,167.484705,2247.823032
5760,0,28,1,107.4958,5865.625146
5136,1,44,1,107.5286,4017.126949
2343,6,32,1,222.6792,1040.201495
2120,0,88,0,182.4538,2461.030222
1524,2,67,0,192.470522,507.8003206
7617,8,83,0,192.4705,5733.683956
153,3,26,1,184.961033,1248.097652
481,2,50,1,255.155493,1381.802291
6122,1,39,0,230.1344,4038.962601
7674,9,89,0,210.1051,6493.208909
7101,0,67,0,139.965,6359.779951
1762,3,47,1,257.684139,1018.848617
7715,6,41,0,242.6143,5859.880253
9081,2,68,0,159.9349,5486.748112
7479,1,65,0,255.1336,6755.042431
6212,6,27,0,172.4579,6515.85714
4853,1,39,1,242.6326,1211.694229
2711,1,47,0,104.9629,374.332233
6766,5,44,1,184.9853,6312.410152
4150,3,58,1,127.4783,1471.541306
1333,1,18,0,147.442069,1727.882293
8378,3,41,0,192.4705,3938.094495
9389,4,42,0,162.4538,6753.968051
9707,4,61,0,144.9607,4571.146514
9121,2,46,0,179.9476,5240.404418
3850,3,85,0,179.9656,589.6981979
8340,3,38,0,182.4538,6273.353878
4124,2,39,0,127.4421,1061.907795
8963,1,68,0,159.9512,4567.371412
4788,1,61,0,152.4742,1253.931577
2866,2,64,0,194.9992,1240.679237
1386,3,40,0,124.964303,951.5458256
5941,0,83,1,107.4958,4279.718136
3067,3,72,1,174.9919,727.8878928
9058,1,68,0,114.9976,3603.27849
3629,2,33,0,212.6415,1716.755804
9455,5,49,0,252.6378,5468.30764
8949,4,27,1,267.6647,5943.318759
3028,3,39,0,159.9512,499.02956
2969,2,18,0,92.5018,1294.950837
8646,0,77,0,230.1051,4023.11996
6136,4,65,1,257.6549,4665.041877
8801,0,89,0,200.1185,6099.425081
4263,0,27,0,187.6422,1324.009256
645,1,28,0,159.965008,570.1301629
9653,4,33,0,147.4564,6018.487781
2074,2,26,0,117.4872,843.6406855
341,1,41,1,95.019486,764.3017535
8041,3,26,1,267.6647,5254.650966
1622,3,39,1,149.974105,2283.190011
7141,7,27,0,124.9607,5975.718085
5796,3,75,0,175.1331,4442.533708
7184,6,75,1,184.9715,4421.995837
8232,3,76,0,169.9378,4047.773653
5475,2,60,0,124.9781,5981.238779
9252,0,20,0,220.1149,6004.311688
74,1,70,0,214.966286,648.7471776
8633,0,69,1,207.4811,5777.625223
9229,1,89,1,149.9598,5600.167567
2051,0,50,1,152.4798,892.5309234
2541,2,62,0,149.9378,1025.253482
1301,0,26,0,139.9678,1754.601627
5877,0,70,0,114.9509,5511.579607
7368,7,24,0,127.475,3895.327082
1304,0,87,0,127.473844,1826.678884
8428,1,55,0,117.4858,4185.014737
9094,1,80,0,214.9663,5814.514903
2599,6,58,1,140.0049,2005.474189
2573,0,73,0,167.4564,720.6519058
3186,1,40,0,139.9349,928.6314289
2768,0,46,1,232.652,2274.334534
4831,0,53,1,159.9875,1689.115275
4223,2,56,1,232.6228,2025.44891
9649,0,75,0,214.9525,4140.83823
2106,1,83,1,107.4958,1464.845197
2679,2,62,0,127.4586,968.8124201
1387,2,32,0,200.165175,1733.107782
8931,3,82,0,102.4746,5548.354455
9659,7,52,1,139.9568,6284.19049
7083,2,86,0,230.1051,5968.666511
1279,1,74,0,187.656013,711.7404846
804,2,63,1,165.01134,928.4588213
1555,2,47,0,240.114868,1289.416735
9486,0,72,0,169.9447,5882.516568
4566,0,51,0,159.9476,1844.506934
9669,1,53,0,172.4404,6519.352992
4841,2,43,0,137.4616,1129.873915
3594,6,66,0,149.9621,1443.47725
6035,8,18,0,157.4698,3868.983397
6852,4,29,0,207.6094,6431.886281
8705,0,18,0,192.4705,4791.676231
4177,4,64,1,232.652,949.8530724
1308,0,70,1,164.978458,1048.538032
3452,1,29,1,152.4798,1024.169439
3695,6,21,0,152.4742,1261.333501
4242,1,82,1,165.0182,884.0960804
2198,1,24,1,245.1457,2031.234186
4425,1,77,1,119.9568,816.0468833
6150,4,63,1,184.9647,6054.489807
943,3,57,1,177.65076,771.5712211
822,9,23,0,172.487091,2033.164639
5005,0,42,0,162.4538,3878.380326
6612,8,19,0,159.9476,6169.677579
8356,0,62,0,240.1149,5277.732479
5619,8,35,0,182.4433,5477.886159
4547,0,78,0,174.9699,1251.894626
2538,0,55,0,104.9629,1406.070492
5207,2,60,0,182.49,5353.001743
9514,0,38,0,104.9629,5084.758938
9009,0,21,0,167.4564,5992.278257
3054,1,58,0,79.97886,301.5746797
3675,0,78,1,129.9926,2902.678202
7776,4,32,1,202.65,4710.736343
7218,3,57,0,172.4404,5894.713365
6722,0,56,1,177.4945,5951.423471
3300,0,65,1,127.5112,545.6056589
3310,2,64,0,187.656,1122.270266
7221,0,29,1,172.4848,5377.225984
8519,1,37,0,197.6288,5770.590829
5954,1,63,0,162.4538,4506.056002
832,1,79,1,184.971516,943.6675679
3462,3,70,1,162.5299,2110.79392
7643,1,60,0,175.1331,4620.749694
54,0,51,1,160.00128,1296.674543
3451,0,66,0,212.6415,1342.598456
6305,3,29,0,220.1478,5095.592017
1481,0,33,1,217.483972,1123.503268
4873,1,73,0,162.447,2167.855557
8038,4,49,1,149.9598,5368.229398
3335,7,59,0,124.9935,1684.485758
6016,0,61,0,179.9656,4243.622875
4926,1,87,0,172.4404,2123.830793
5797,1,46,1,127.5112,5938.865925
9831,0,60,1,119.9568,6076.32804
5083,1,20,0,159.9794,6565.889584
6645,3,40,0,137.4684,4892.895989
5490,0,61,0,137.4392,5248.831273
768,3,48,1,187.46728,1532.283357
2065,1,77,1,257.6513,1968.75769
9500,0,37,0,172.4441,6101.79747
7311,0,39,1,172.4624,4723.704977
8477,1,49,0,117.4858,5849.950819
4524,3,55,0,129.9483,1296.523969
2717,1,43,0,172.4733,1193.771492
2079,1,68,0,220.1323,1366.505082
8914,5,72,1,152.4798,4941.822921
951,3,89,0,169.937833,427.0934802
8058,3,80,0,149.9483,5613.310447
2482,4,20,0,117.4392,2497.717707
1759,2,20,1,154.991856,1283.103476
4422,1,21,1,177.6508,1432.135681
6704,5,60,0,162.447,6622.410472
5182,2,28,0,127.4421,6121.42438
8533,3,62,0,207.6094,5104.889837
3701,4,22,0,162.4676,1301.182014
4243,4,75,0,147.4738,959.8322448
688,2,64,0,192.470522,985.0943424
3432,4,55,0,142.4713,1555.314176
4944,3,61,0,112.4844,550.0787433
966,1,23,1,190.12704,2026.429158
9484,3,51,0,182.4608,5745.359728
2713,1,59,0,194.9663,1667.732624
4757,4,77,1,217.4702,943.0894026
9545,3,80,0,184.9496,5011.208685
6320,0,57,0,149.9483,4598.720266
5975,1,40,0,222.6143,4723.125316
3572,0,82,0,137.4698,895.1202801
5299,2,44,0,102.4746,3795.698707
1990,0,71,1,255.155493,1125.77426
1205,3,22,0,232.637807,1700.52331
4971,2,76,0,232.624,2174.446655
6783,4,29,0,255.1372,4912.958462
3600,0,31,1,149.9598,1608.519234
6490,3,28,1,277.6375,6520.882525
8609,0,61,0,159.965,5977.627047
9978,5,65,0,127.4586,5252.240805
8070,9,78,0,182.4676,5469.880413
8577,0,80,1,152.466,5964.374183
7973,4,55,1,132.5127,5868.925353
1625,5,71,1,95.005709,618.4967851
536,1,76,0,159.964152,729.541703
8766,7,49,1,147.4783,4103.113939
7970,1,62,1,172.5104,5929.405615
4212,0,89,0,164.967,1391.823736
6456,0,49,0,104.9629,6109.236207
3507,1,28,1,232.652,1031.032132
8393,0,67,0,114.9658,5999.083618
7112,0,36,1,140.0342,6246.238872
2708,3,78,0,182.49,1146.502548
5031,1,28,0,137.4616,5851.65666
6514,2,65,0,114.9509,3764.349824
4662,2,86,0,127.4738,1039.131091
4021,3,59,1,127.4783,1463.304212
1854,0,75,0,204.949594,1862.842794
9425,3,61,1,140.0049,6107.912748
2872,4,39,0,192.4567,939.6683701
3030,1,19,1,162.4526,1209.751161
1645,4,88,1,142.499263,840.5098283
3417,0,50,0,220.1149,1261.505669
3476,0,62,1,204.961,1332.165747
9552,0,27,1,162.4526,5880.677411
1792,0,75,0,207.475448,971.697137
3797,1,35,0,184.9963,906.6428092
3368,1,31,0,207.6094,1643.441405
7196,8,29,1,144.9889,6601.001727
9641,0,62,0,197.6288,4806.825085
5109,2,82,1,142.4689,4188.693579
6024,0,31,1,182.4833,4826.319401
8795,4,46,0,204.9797,6101.208542
9294,4,20,0,255.1198,6511.608523
126,2,68,0,220.161527,1038.745378
5959,0,70,0,157.4698,4551.763964
3876,3,37,0,147.4738,1355.525049
4451,3,38,0,147.4564,1153.463764
7147,2,40,1,222.65,6431.749062
3531,6,44,0,127.4421,2060.536764
827,2,45,1,127.495766,1224.30253
7790,3,48,0,184.9963,5921.940703
984,2,69,0,104.97808,1352.986244
7783,4,49,0,214.9663,6153.244903
2443,0,19,1,222.6326,1328.874126
8554,2,64,1,94.97283,5649.203405
345,4,85,0,232.637807,1718.600163
814,2,42,1,95.005709,610.2580075
6166,0,41,1,159.9875,5775.455429
5779,0,62,1,235.1417,5640.808851
2116,4,41,0,252.6378,2426.091797
793,1,31,0,222.628057,1444.321124
6898,3,83,0,167.4564,4402.745053
2674,1,20,1,195.0062,1341.508482
94,0,76,0,184.979684,2233.567181
4225,3,25,1,130.0064,992.4933978
3756,2,78,0,207.6386,751.4491239
2891,1,61,1,235.1417,1439.765003
2371,3,24,0,242.6143,1045.435988
9388,0,22,1,152.4624,5583.623978
3228,3,81,1,257.6513,2061.503839
7863,1,84,1,190.1599,6024.552428
6359,2,64,0,152.4579,6322.394651
9196,3,70,0,232.624,6002.578168
7326,1,89,0,265.147,4629.932238
6028,0,66,1,137.4978,5345.910452
1865,4,47,0,137.439154,1615.87994
4612,3,75,1,159.9875,397.1455126
2645,5,23,0,194.9768,758.9886777
2243,2,28,0,207.4754,1653.756383
