,tenure
2909,16.42222
7845,71.13061
6763,62.46827
8388,62.72855
6416,65.91841
895,3.505235526
3247,4.157726
2326,9.23286
7096,55.93837
9505,53.37805
7581,68.98508
9742,61.73668
5038,44.98551
6450,48.38433
4136,5.325642
9248,67.61213
1715,9.324505434
1698,11.57257501
9690,48.07729
9549,69.19621
9971,59.14016
8224,50.31252
3831,6.209949
6299,70.25446
3348,1.822794
9518,67.10378
985,19.02547148
1821,9.585621689
4571,11.88328
587,3.137169138
9757,69.48617
5077,59.61465
7782,49.19922
8323,43.91274
9522,60.33663
9967,68.81287
5483,50.33619
7746,70.1175
9280,66.72288
5514,67.19559
9527,64.68955
8871,65.87966
5553,61.38199
3557,16.26349
1395,3.469955007
264,14.96503088
3547,1.453022
6844,65.20587
7628,49.85906
6788,66.92587
3069,16.01922
5025,60.14645
8396,68.00942
3864,16.22349
9072,71.89152
2400,4.235635
6274,49.21371
8484,60.26349
3711,11.70321
246,6.307178205
1594,1.738486682
9682,52.90819
1529,17.0219219
8223,60.7968
923,5.259033624
7553,52.24584
4364,7.848542
669,3.7013893
3604,11.29098
5108,53.07379
1910,10.91916339
8344,57.26943
5248,65.28829
7183,48.80395
3958,6.162825
6957,60.22003
6026,70.6626
5643,67.93291
2696,21.09953
2591,8.909806
5906,68.88054
1781,9.46447702
6509,46.58314
3013,9.539097
7133,65.61564
2307,13.8206
7276,70.71182
3690,9.447103
687,9.428767036
6011,62.21334
7071,61.343
612,10.03212915
7167,63.96748
9205,59.22188
3200,7.542197
2267,25.32558
9781,66.88596
6629,71.27703
4135,22.13831
1898,34.80793399
9530,66.73461
8153,63.30112
258,6.73327535
2924,2.224742
9424,59.20792
4943,3.595204
2822,4.845811
6529,60.53871
3339,7.891654
3525,2.293413
4563,6.999666
9656,69.34207
7908,48.92659
5329,48.21972
5223,66.09922
2285,3.935134
6063,67.09106
4654,1.712499
5000,41.88907
6710,38.02352
9324,67.00686
484,1.033067819
2211,6.840972
5416,69.2962
7563,45.84636
2555,1.442102
7,4.26425515
3657,10.55165
6411,62.26072
9164,69.62503
4874,1.112412
4402,2.637164
8916,66.22321
5546,60.9767
5297,61.25573
2426,13.20294
6744,52.0883
1814,9.705809585
6822,63.99811
9625,66.38094
2274,10.91296
1011,24.64624542
1577,3.509036092
7264,54.23655
1067,15.24536909
1991,5.412980331
3970,6.435125
9073,57.65657
5879,66.9541
8430,63.37764
4542,3.11391
9326,64.05063
7193,53.77192
3867,18.76373
9415,70.90623
6823,43.28044
3048,2.431373
781,9.715065141
6747,45.51836
2675,4.617824
1749,8.785452901
6222,57.59524
7946,70.84337
2791,14.63647
6519,52.83052
5774,58.78687
6357,71.41919
4979,8.618298
7588,48.5611
1091,18.97328429
6526,45.30473
9607,67.11266
4627,2.241794
2324,19.75809
6534,50.45458
8971,55.68048
5055,69.87041
2608,1.563383
9020,65.31625
2290,6.002744
1727,13.72354614
610,12.3848312
4666,4.946157
8051,65.84526
5413,54.50776
343,4.893221514
4683,2.292165
8784,71.26615
3750,16.05745
8453,66.23131
9307,67.75441
5999,71.88705
3215,13.61564
97,12.97632235
7387,59.15954
7665,63.13521
5176,66.76084
7279,69.88786
6165,61.53705
1537,2.067992783
3588,3.895605
9442,39.27473
6985,61.78097
3648,8.83974
2657,6.7064
9826,54.93761
1517,2.101748234
5061,51.20818
9349,42.6185
4624,10.14235
4272,28.31929
3669,7.896421
6566,38.34208
5800,59.66274
2090,22.04122
7097,69.14122
6171,71.65389
572,6.956508263
9558,60.7205
4688,14.0795
9074,61.64558
3062,8.287531
9293,65.12042
6470,68.03515
7160,66.64301
6633,37.11912
8491,61.74695
7925,51.54883
7345,66.49135
6304,68.17349
7900,54.53013
9439,57.27183
8185,70.03794
4479,2.005733
4948,1.312447
5976,69.37615
370,18.37317391
1938,2.24841574
2352,15.73243
7127,48.36269
1753,16.15614223
3670,5.115763
7298,54.01325
3652,23.75492
5201,66.85703
7909,64.90171
2361,11.14615
4260,16.53241
5432,71.93473
6285,45.28275
4991,13.02184
7600,58.43075
9462,56.77789
3737,17.02059
7520,61.6107
8559,61.65935
8926,53.62789
9990,63.63416
5591,61.02521
1171,3.61323465
7370,62.76856
7937,65.84668
8086,65.68687
1422,2.354138635
6782,51.6849
9443,52.78874
8139,44.03142
9350,68.86185
8018,38.64796
6339,50.56908
9647,66.50879
874,14.89720747
2297,8.079294
2643,4.310974
7531,70.67216
1719,10.68004106
5347,59.52291
5932,70.16829
840,19.76529476
9937,57.20149
581,7.21126107
204,3.86023041
1641,14.52416667
2014,18.2156
3253,2.590681
7540,56.74758
905,12.05713486
631,19.17821675
8420,54.06613
7823,67.25763
1974,14.64298089
162,5.972864167
4998,6.482702
1243,10.43448006
9450,65.01229
7764,67.78586
4713,7.895618
875,8.735757967
1431,15.98515564
8738,64.38287
6868,50.07213
4643,20.91805
5080,61.79462
5783,66.63219
9138,59.54349
7616,53.36122
8039,60.49719
7955,70.33868
9437,66.49811
2856,9.952476
1861,24.02275725
2659,7.900866
3384,1.320603
9564,59.8408
9776,57.49156
8090,39.97152
8347,43.04477
7462,67.05692
6886,66.52106
4733,8.031947
3331,23.18508
9006,58.23259
8635,59.59893
6404,69.56294
8346,67.49463
9464,69.48387
7060,68.21625
2096,5.66162
2003,2.105603
8804,58.52385
9732,71.24523
4676,7.821554
5017,66.50412
7469,48.53271
546,8.054118994
1449,3.330819942
3986,3.250618
6900,70.84512
2610,2.367066
1900,16.3364928
3920,3.230823
2757,10.49269
6124,55.76068
6397,53.63969
1885,3.032321354
9823,68.61974
5738,57.20095
8667,68.43831
5890,46.55143
2097,11.50316
9289,51.74916
5692,42.67725
499,16.92163398
5624,58.97505
836,15.74763468
3471,6.523366
4697,4.16861
6280,59.00106
8883,54.40563
2171,16.02992
9231,59.21421
5678,68.32614
9184,46.04347
398,10.90397471
2010,9.390135
5166,59.67215
5871,61.59822
9792,69.10375
1283,3.418302206
8390,61.70044
2448,2.12851
4256,23.81965
1836,11.34130832
9596,62.63117
1019,11.34544436
5066,42.74672
1326,10.92247392
8752,47.4649
475,5.372758028
2810,4.995373
8632,46.65167
1651,11.07083425
9611,70.18387
1169,3.816472249
2528,5.585807
1206,3.550421402
6256,71.44432
7926,70.24032
5469,61.3125
9383,36.76838
431,5.02568958
7700,67.98776
867,5.62805389
2974,13.8101
5236,59.59391
5093,67.04233
5433,68.64996
541,8.932053699
5195,59.05164
1132,10.24058579
9837,61.8401
4501,5.123883
6354,62.56252
9333,69.69574
3390,1.668767
3888,6.165028
2962,5.464488
4155,2.459304
3259,1.611266
6302,63.00356
6034,58.36624
7918,68.26584
9936,52.07771
2583,12.91538
2813,8.479465
3959,1.578151
2947,12.73029
6643,65.09908
5174,58.04171
6841,68.53196
8298,67.35636
3586,5.72421
9228,67.92751
7988,68.3486
2563,18.01018
2630,1.37258
3190,1.875298
7778,61.70332
7645,56.45799
5036,62.48639
1080,19.58895462
4283,1.52349
9711,64.33534
7085,59.65149
2085,17.08264
6345,39.93768
2452,4.336113
4966,19.34604
2023,3.943222
8071,50.69374
8987,65.03219
8718,66.19707
7321,66.99456
226,6.035737465
1013,6.745272795
6679,70.44727
1929,22.37864487
1043,2.601455981
5251,68.94384
1404,3.871799525
2179,4.632153
697,1.338441957
1124,2.072317222
7378,44.29563
3895,4.72236
8217,69.66186
5110,49.50734
1778,8.661116617
7786,68.36284
2634,2.599617
7187,62.27403
7544,63.63151
7604,68.92748
3489,2.313262
8259,52.39253
1037,2.39088492
6093,49.50927
2256,5.229738
8188,43.99275
2613,1.768753
313,8.892893007
2649,16.93329
2281,7.755991
6741,49.05868
2979,1.602966
2547,1.740144
5512,48.49962
5132,56.69146
2159,5.423869
7080,61.19712
3137,19.92045
9079,49.7983
5850,53.75074
9865,54.74518
6445,58.7814
3967,4.198245
1428,11.44470291
8422,51.53345
2520,12.52502
7837,65.2394
4969,2.745106
1855,16.86058234
8884,52.8369
5602,60.40651
9344,54.88836
9868,54.87071
448,4.85576672
7703,59.93377
1284,4.837990763
5995,62.38889
7899,54.396
3727,13.07421
7353,58.50292
361,4.950398978
6279,66.67672
5230,46.33817
8942,53.25801
7295,66.19713
8891,58.89646
7534,55.97115
6251,64.49909
5926,53.80449
5149,63.24097
2460,8.939477
22,6.652298992
2066,22.37984
1653,2.162477942
702,12.84120976
8490,56.34451
2743,11.84082
1376,5.427546075
1724,23.10105854
2468,19.12428
3754,7.704545
2325,12.27217
460,9.461939857
5163,50.69979
4183,9.175977
5526,68.68481
4082,1.690026
1486,7.517405581
3678,2.976407
282,3.778174405
6579,62.03561
4558,2.941261
4308,2.141515
6684,59.27056
4865,6.431215
3537,7.281658
3868,6.101406
7003,58.33853
2581,16.38978
1368,5.146834768
9469,54.20972
8197,68.03889
597,4.768869377
4351,7.969762
6346,37.86885
8976,65.50686
6379,66.31632
4758,17.1248
646,6.357562637
6381,60.91248
7527,70.36179
9697,70.50969
6023,62.9411
7954,68.9214
7165,66.68874
3468,1.450971
7797,62.83739
7697,71.28653
2990,9.25677
9407,69.7539
4875,2.255314
2544,22.73656
8595,65.12634
5341,66.87947
1567,3.943033602
9994,49.92156
4066,3.245848
3988,3.488459
7031,51.38208
2160,12.09638
685,7.798523158
7602,59.05181
7784,36.88048
3243,1.201284
5844,69.95421
9219,54.8395
2461,5.9717
4083,4.91638
2837,6.79324
3697,10.35779
7128,58.65554
6267,66.88132
4941,18.08315
5946,57.94445
4583,8.850759
5784,70.34319
4040,3.903228
2230,10.32825
7569,70.63238
935,1.740841699
2320,12.82428
4878,6.093746
521,2.915827364
522,9.709171662
5345,68.57741
9876,63.59739
3359,1.034561
1311,2.659423565
3983,7.62689
6494,71.82981
9560,65.52213
1716,10.16298067
780,15.37107894
8798,65.77898
8231,51.87037
5607,59.43102
5978,58.96627
651,10.57261422
3747,3.831822
2196,4.418468
8418,70.59181
369,12.3492819
9884,47.25523
8005,70.42914
4214,11.59641
377,4.258552081
9446,71.48016
2216,4.465592
8682,51.72997
1613,21.20445421
6979,66.88716
7549,41.95888
1827,6.624439911
3632,17.39814
962,8.015401085
2993,13.44855
6606,54.66546
9672,43.96321
2376,5.59356
8880,71.96235
359,2.051069457
3839,12.31648
8184,67.63205
1246,10.36025557
7504,61.56209
8349,65.47514
6511,52.55441
5087,57.50724
3694,2.240146
1573,5.784022533
6281,70.03292
5439,52.79234
2567,1.280324
3423,4.14344
2037,9.84106
9243,70.55657
772,8.446160069
5380,71.41865
9568,51.62267
3562,1.773271
562,1.894776657
6683,53.13174
2546,13.08213
5510,63.96491
5330,63.44795
9667,68.73272
4531,8.652909
1674,9.373705128
7395,71.32292
365,9.660361769
8016,66.19976
9376,42.74967
4327,5.682535
9983,58.54167
147,15.85983755
1668,5.260793737
3088,20.72068
8844,62.89177
7650,48.09099
407,13.46565415
9584,63.37652
7788,38.01787
3456,3.424062
6186,70.80297
4182,2.586551
3576,12.95912
3271,11.07503
4940,10.59224
1031,5.376652863
8872,60.05643
6230,53.5771
6592,71.80759
8906,68.14328
9811,61.69069
6724,63.00385
8029,63.90801
8052,68.90677
855,4.667703398
3926,32.73358
8547,61.9146
78,24.64873861
7088,49.26311
2247,12.02081
8263,63.28052
4026,8.710976
9949,52.62668
9571,54.67286
9295,64.87699
714,3.613513424
7451,65.11128
788,9.322934248
2279,9.307673
4095,17.92442
3897,14.6317
7944,55.27064
7177,56.87027
9076,65.26684
9452,52.92007
3631,19.49059
8624,55.51616
7297,54.64119
6272,54.67507
424,7.484425045
392,5.940902789
3191,9.343412
16,15.78214958
6335,60.07014
4200,1.474087
2672,17.26451
2444,9.248419
6697,40.731
6164,64.10363
2601,8.437873
3493,2.057502
6044,66.50887
1459,3.354127023
3804,12.00591
9845,39.83562
7394,51.58437
4839,9.386672
8111,69.06918
3835,10.86482
9313,60.58029
5683,47.55305
8748,57.98413
5827,44.39429
9748,70.35289
4724,5.70629
8759,69.22651
5887,58.9945
2355,17.20502
6036,55.08862
4798,7.560138
2442,2.420905
8645,62.80581
4592,2.893617
8772,41.23951
464,3.179043613
163,10.87555535
9261,58.8386
9433,54.61973
8405,50.76631
9777,62.6698
9478,60.09935
7380,50.68244
6636,36.24048
241,12.00925702
2009,2.175619
6356,71.79316
3084,5.538303
6208,70.16722
900,11.55987401
5542,71.08539
6007,64.60955
7638,62.70376
6793,64.31944
8869,55.64344
7758,61.20291
4837,6.913925
2293,3.180149
6548,47.23415
7898,67.2599
7977,67.71293
4481,5.364815
5302,56.98256
4605,1.877939
3716,1.177776
9071,59.9737
6140,64.37976
1764,16.64092048
6598,63.75133
1549,10.61383322
3029,17.2501
8653,67.5746
6298,61.64252
6662,59.63287
6626,65.85442
2044,2.051002
767,4.603347641
5693,65.4426
7870,70.11539
7795,54.79811
1508,11.70414173
7230,60.75202
7857,69.91714
3302,7.006647
4517,17.24595
4219,8.11277
9078,60.50225
9940,50.14317
3292,7.182107
819,1.525343103
1403,6.642819537
1382,4.891651665
2148,4.564096
6928,57.7129
5671,71.55357
1638,20.31446952
5891,40.7843
7427,59.28871
608,2.566196093
6907,63.25532
399,1.665591776
7247,45.19194
6406,51.41313
882,2.463011656
3565,9.396957
4285,6.418936
1179,8.509499576
5448,65.78
4244,3.984772
5218,54.0433
3976,9.104003
2130,29.35795
5078,64.08432
456,10.5903229
5582,62.01927
5175,60.46007
1950,1.770031252
5372,69.86503
689,5.78988794
8852,69.24664
6525,55.62195
9821,56.4945
6488,64.5515
6921,61.55321
1953,21.4708673
7634,48.28818
5636,58.05485
7154,70.64083
8424,65.63056
6610,38.7682
2710,4.243723
8730,66.96136
3201,4.525491
4349,8.152935
4138,5.140738
1884,3.386665328
8639,52.27228
4485,10.96384
2494,1.757261
5947,52.54837
3036,6.150351
5777,68.41013
3603,9.570397
845,4.222122394
542,7.349620762
3724,16.22394
4187,2.980706
3679,3.235443
8899,68.54375
7967,71.12765
8485,66.10035
6075,52.35716
7340,68.29561
8225,66.12623
7246,63.09122
9710,51.9774
8290,57.81039
7137,52.48944
2964,4.899911
7559,52.07089
2529,16.81789
7284,65.50792
5772,63.28674
1048,2.017579009
7045,63.25058
1960,2.867284438
2530,18.529
9048,67.57013
7603,59.84762
6524,59.12578
237,9.405224809
4917,4.614124
6479,55.49975
1133,1.491763776
6976,48.29423
5901,70.73486
9057,59.83107
4259,14.86128
8840,42.82102
6965,68.88402
9979,58.11897
792,5.310878954
1985,8.69123648
5656,57.40724
8739,62.86571
7935,59.99904
6097,71.52189
5907,65.48947
7373,48.25673
8128,71.77654
2978,8.509962
8861,58.0434
9301,64.54595
6721,62.37748
7842,71.74549
5524,64.8122
8721,67.69816
8431,69.36684
9008,68.86595
8603,71.74385
7174,61.72511
3919,7.816759
3138,5.43842
9416,57.49343
9933,64.55211
5789,61.62652
4073,8.761313
3287,1.356734
3229,2.668217
1826,12.16872039
5548,66.91612
593,3.775528995
2725,2.972634
4137,10.05766
560,9.306233406
7406,42.52243
8806,70.7555
8386,59.35209
243,14.20349453
7268,48.48324
5435,58.32931
4437,3.713732
9684,48.83733
8106,67.69161
405,3.288124191
1442,19.73065009
261,3.379756569
4406,2.780152
7633,66.34362
9533,63.75865
1689,6.735271694
9866,40.41527
1725,6.267383901
8994,36.95505
4930,2.488097
5962,69.8304
2496,16.66123
9014,57.04882
6904,62.03353
6106,62.77848
8200,49.67473
340,5.690013293
2408,19.14395
1601,7.521160625
9864,56.24607
8359,60.08382
5782,69.76544
4576,14.31807
7971,51.35655
3725,13.05964
2556,10.89683
2785,3.341126
1523,4.089399488
7717,49.26352
2507,17.82124
2831,10.75614
1012,7.852675802
5280,63.93531
4895,6.597117
1766,17.1001258
4551,11.42464
7121,53.66352
6549,61.62569
4037,1.479514
8270,54.87839
148,11.73724209
285,20.78013031
7800,65.52483
9651,48.65096
363,12.29558653
5367,53.45259
9945,43.93121
8410,48.04306
9453,71.54844
4725,12.79286
7271,63.21638
6770,70.53596
4443,12.45303
7446,41.4761
236,25.8634566
7709,64.36371
9585,71.31394
2562,18.81683
7123,65.15223
8536,69.64918
9602,58.59926
5519,56.9918
9613,62.29043
3083,8.268061
2959,8.259385
2102,12.03582
632,12.36979696
6813,50.80026
2493,6.116652
2665,2.82818
8494,45.34674
8425,51.53674
9266,58.08656
4211,3.921335
3874,11.09994
2817,4.848049
8268,69.56109
9815,60.29749
7426,68.82379
8602,42.76683
8475,71.80608
1735,2.405574983
7397,46.63035
4255,6.322807
8288,69.9386
2475,14.80349
9984,47.10952
3713,4.548296
8978,64.2738
1804,11.89492044
707,3.520675631
9191,46.66704
5189,64.71872
5472,67.8576
72,7.980015371
7843,65.9436
5101,69.46803
6764,69.83213
1125,3.475168025
1241,8.000279417
8253,58.06194
2349,5.850283
6602,57.31296
6780,49.65691
4358,22.30566
1343,4.861047755
9988,71.26306
8679,60.41609
9575,67.29135
6652,59.29365
1100,2.440923609
7327,53.96674
7622,67.76809
987,7.55918608
2852,12.86853
630,5.141923371
1249,2.937852035
3179,1.324008
482,5.709925704
3040,2.10678
5010,63.77246
8727,61.70273
7000,66.37037
3273,10.70349
7227,69.09962
3683,20.34377
6674,71.29664
6807,67.26247
9738,67.19702
1316,4.633545041
3225,5.902195
1072,1.929621761
4815,13.34222
8459,46.66033
5752,61.80743
9145,70.16029
4616,1.574932
3097,19.77218
6869,56.35945
1300,11.19078648
7285,53.53017
6284,64.80406
5495,63.42204
5291,50.65704
1798,22.89696344
5203,69.53069
8227,52.86954
5047,67.47739
6441,67.28603
8105,55.24136
2359,9.25848
9380,56.40613
3654,4.83659
7052,69.87869
1286,10.34247598
9126,58.11303
4445,1.210715
2137,8.353798
6787,37.73653
9752,62.55977
8510,54.65479
9539,66.68553
6894,64.95682
8569,65.36252
7151,63.55356
963,1.153881327
6012,63.31259
4882,7.277274
140,4.13273503
9032,61.97321
6936,66.49134
6542,69.76806
5243,71.30457
4431,8.454096
406,32.30772134
8212,57.6786
8376,39.22782
8627,62.68234
8234,58.85409
4399,10.44433
5252,67.75237
11,10.52199781
4760,9.630403
1177,5.597557242
2863,10.8754
6471,59.15346
6228,66.86003
2989,4.327078
7117,53.92549
7010,60.52344
8557,62.27729
1440,10.99225739
9747,57.37711
2875,16.71459
9098,50.30932
8788,57.07265
7232,71.38558
3726,20.87922
2772,11.16354
454,7.457173484
8189,69.25731
1367,7.93260821
3712,7.2247
9852,69.8568
1388,9.553290527
1000,16.62593689
7761,51.05765
3553,14.74415
4114,10.98445
1667,8.734707597
3173,13.262
9397,61.82169
488,5.622660986
3230,2.19437
3828,8.284386
8651,69.4702
5208,71.55342
7848,66.81622
5704,63.06195
9639,67.85943
8133,49.39534
703,5.759265746
5105,50.85526
8893,71.64551
3291,7.603445
8125,68.51142
9631,50.74296
9021,70.49442
4909,5.516053
4440,14.47965
986,2.506101194
9236,68.44883
9883,40.93141
7705,66.7755
6257,66.2885
6089,69.76328
5238,67.60865
1198,1.723983897
9070,71.58237
7519,51.73839
6812,64.88617
8320,64.52797
7175,64.90704
4470,8.26392
891,9.923586914
1969,6.393598693
5757,62.04664
6527,70.54775
6294,71.20584
7595,68.64269
3249,11.63547
6570,46.23103
6638,68.86592
7351,63.84542
9172,66.27924
7473,59.50705
9601,69.69551
8673,39.35678
1239,8.574105728
2289,1.739449
2740,8.257765
4585,23.08203
1229,12.74748675
6980,62.87863
5178,65.82541
4293,5.458881
1058,5.837241927
6262,67.93831
281,1.586331702
968,2.380500918
3953,4.538742
1939,13.03967126
8464,69.45823
1274,17.92733138
619,9.14991493
8505,48.60336
1742,7.644184483
1390,7.195646567
2203,4.029419
3568,8.631838
6116,50.36108
9970,61.51366
6052,66.03293
3178,16.31066
3192,6.735348
6099,54.60066
7029,71.85743
575,3.605888824
6656,55.90619
7115,53.81882
8802,66.70002
6276,51.42362
8984,69.98687
5897,62.11875
5724,57.65975
269,2.411712843
629,3.838043219
3081,1.294635
3466,7.047021
6430,61.30152
9311,48.63086
7062,61.079
9727,54.21707
5543,45.18454
4356,31.81602
2113,10.99952
8219,68.6654
3216,4.939997
3814,5.738405
8321,45.62851
8589,48.28595
2278,5.63873
4599,2.886437
13,16.87922024
9225,68.97874
1525,2.170567319
2365,10.17576
4648,7.276075
374,12.78453216
8521,64.86438
6477,69.02836
525,1.906368477
6895,60.11069
3591,2.021619
7904,70.02925
2958,10.92196
529,2.050742411
3714,19.2087
4732,10.15649
1394,7.321650003
5631,61.84801
6563,61.24602
4703,7.819376
1712,11.4488726
9755,60.48793
955,9.759495559
6675,60.01564
3453,3.924177
2071,5.26792
9740,67.71773
158,19.95277818
7005,66.52549
352,10.9750814
6078,52.36613
6236,65.69406
2920,16.93921
4644,7.502506
661,16.67574291
7057,70.13699
3665,4.278123
7979,59.9904
306,6.198230305
4790,4.546842
2356,8.327722
1927,6.136751688
9939,62.32515
3427,4.075856
3638,3.613491
1266,7.138985437
1560,9.267785326
7179,71.09119
4109,18.85404
7867,59.27052
4904,6.193832
7294,69.81825
514,5.165404738
894,10.79186592
21,2.415991977
899,1.611546284
207,5.827112819
458,5.440398012
2430,1.704751
8442,43.69814
3389,13.26061
3911,13.04025
5383,68.14471
552,20.44846104
3144,3.876369
6917,58.45536
2056,16.59389
1925,3.835182255
634,3.769989038
6082,45.7211
9270,67.69779
9678,67.98735
105,3.823689744
3041,3.518534
1709,20.16532013
89,4.151256695
7014,69.1405
3174,10.65826
917,3.679255472
7833,71.5701
6732,64.08645
1949,22.04436191
6368,65.44679
1,1.156680997
8032,58.17852
6047,52.42844
2720,3.155929
9812,59.40963
3117,3.213888
9465,63.55011
3762,12.66908
213,19.83504645
778,6.49110882
3496,1.359104
8817,68.61891
2043,3.08799
5420,53.82378
6154,59.81234
8357,48.49789
8707,57.65949
8465,71.24754
4167,18.67357
3788,1.361282
583,7.931439645
9911,69.99167
9986,58.72868
116,6.311709178
6644,61.79083
9033,68.05839
9951,48.82626
8959,69.72684
1763,13.63916478
1875,7.827055149
3224,15.14561
526,15.60605339
7725,62.98803
2946,13.62126
4473,6.681836
5655,65.83916
6059,64.20616
959,1.443775322
6342,66.99471
3633,1.273256
1050,18.05033087
3380,6.029814
3676,16.66607
5776,63.45489
9045,71.45681
6573,47.67299
5179,62.03303
1607,5.638280421
3610,11.18714
9758,66.53731
6635,70.36489
9997,47.41689
791,3.087125795
3056,6.515297
1980,5.947501617
3598,8.642257
933,3.861708438
7424,68.86725
5626,70.56358
1682,10.85865384
4179,8.450712
6446,56.79978
4116,11.73089
988,1.692982143
2896,6.726078
3778,7.637611
5658,60.76709
3093,10.12304
3155,5.664193
1823,12.54841227
9622,58.18819
1098,2.451256489
2844,13.21554
3342,18.16755
38,9.847563364
6540,36.7649
9473,53.44438
3356,4.767276
7813,71.78213
8220,56.79773
9227,57.28247
2428,15.07394
5043,64.01652
5346,67.97593
4811,5.664023
8476,50.40492
686,9.586248224
4799,15.62643
7437,70.18772
2353,1.482474
6353,60.48709
4569,6.186874
8213,63.99474
2752,9.151288
8073,47.3962
1040,3.644232332
7491,58.21476
1265,2.728247011
9265,45.94768
7059,65.11213
277,23.103996
5084,58.04694
2382,9.713544
571,20.01892414
1435,14.02688588
5352,51.28687
5445,53.77634
1007,2.049006759
4543,22.05688
8816,65.27026
2064,8.333131
1136,14.58313517
5343,59.02827
294,12.42120946
2403,3.919919
3998,6.053801
3741,2.657783
9222,68.00557
2719,6.472433
9199,48.61807
5150,71.36133
2808,14.7867
556,12.85397739
8925,54.99066
4795,7.041709
2469,13.85176
3738,18.81173
4286,8.052952
2604,5.457127
362,10.16660427
6924,56.46995
1704,10.06145053
2139,3.362461
3239,3.1741
2383,9.288851
7314,59.66552
4311,3.260154
1312,1.355493769
3930,6.247141
6183,70.67111
1591,7.363761345
9387,55.73208
2162,6.575242
2396,5.857544
317,14.09942339
5233,65.28157
5068,58.75447
4036,5.911652
3020,17.32489
8228,71.70793
5295,58.73506
3972,11.98109
5370,53.5973
4133,14.61014
974,1.591333405
7291,61.9635
954,17.34243942
9306,64.3165
5016,55.11148
9730,48.38976
7490,56.37209
1640,3.453443904
1290,6.958063425
1380,3.883156675
1933,11.59620573
4675,14.28503
892,5.36237356
7287,65.93142
4876,1.374443
7906,69.97639
8194,64.79115
9379,56.37261
2466,16.39747
7657,58.55948
1913,3.005659256
2736,1.992273
726,8.458573247
7214,55.00167
8245,45.93241
1796,14.42671843
3845,1.20533
6402,60.15131
936,10.50397242
2265,10.77918
824,5.691421867
7274,65.01857
1389,6.307898491
3564,9.38783
5429,71.52256
7827,60.51117
5690,57.36372
7878,56.98279
1868,7.32906366
8202,44.97817
7486,66.89669
806,7.748288711
4805,13.74701
9152,71.32593
7511,55.06506
8056,60.58684
4494,6.831686
2632,12.23147
8900,56.32657
8623,61.0763
7832,68.28659
4388,20.88324
145,2.733109234
6467,47.69242
2033,4.600655
9127,49.73125
1165,1.068799086
2050,11.5352
3760,3.811111
4435,1.709971
3430,7.158287
8190,67.27889
8753,63.38783
7069,66.66853
4361,2.222289
1771,7.217041327
3511,6.896176
271,9.068119482
8436,55.75197
2032,2.155733
9664,65.85945
3810,2.357852
4346,19.78766
545,1.597765127
3241,13.02762
8502,52.60487
9918,55.56204
7564,66.59912
920,12.81881129
9118,69.93494
6640,64.92702
7694,38.06839
8230,61.28236
7126,55.85956
4278,24.09793
2983,10.94284
130,6.085030507
7980,64.94053
2667,5.25157
7138,57.96945
3223,1.862828
7693,55.68371
5392,62.27986
614,3.795086086
9902,49.76373
1466,4.002381804
4497,12.2964
3042,3.172425
2419,9.119628
5085,48.1707
3294,8.322733
6737,60.85062
1500,2.656111103
1521,1.19808324
9117,46.12627
4232,8.526865
7686,69.13737
4430,2.382538
390,3.045064701
9858,57.4792
7124,63.20353
5913,71.11315
8592,71.2039
4806,19.48387
8954,69.30616
8238,68.54712
8044,65.9999
9782,68.83881
3993,5.595446
9551,66.42151
6609,44.97976
5319,50.66574
7119,60.45093
2421,11.11794
5604,68.83272
1750,6.820250541
9015,64.1745
9718,47.74031
338,7.69213424
8407,54.8376
1341,8.637184433
9544,59.97134
7982,60.12954
3640,5.799929
329,11.10356439
8828,70.56821
3004,3.255652
6960,39.1518
4090,3.211508
2322,1.397042
6667,55.61318
7009,48.63475
4197,14.10279
3549,3.59353
8363,67.88471
4203,19.48432
9310,66.75755
8936,57.39587
6185,62.54758
1639,12.17994263
60,2.871017037
1240,15.56696462
5760,62.75224
5136,45.45067
2343,1.835282
2120,28.28911
1524,2.314052799
7617,63.47441
153,3.260462654
481,7.176411327
6122,40.35081
7674,65.13005
7101,70.31689
1762,1.051188042
7715,62.65179
9081,62.87394
7479,69.02789
6212,71.25102
4853,6.649321
2711,1.736879
6766,69.74945
4150,10.36378
1333,16.53244292
8378,41.75833
9389,71.71756
9707,53.9011
9121,59.26713
3850,5.446201
8340,71.68832
4124,4.827032
8963,53.13455
4788,7.334657
2866,9.938487
1386,10.08691319
5941,46.60224
3067,4.731989
9058,41.18372
3629,7.280799
9455,57.37458
8949,61.12237
3028,1.571176
2969,12.78697
8646,43.50607
6136,47.34761
8801,64.79987
4263,9.658761
645,2.768037617
9653,64.25108
2074,2.499923
341,6.68894661
8041,53.62757
1622,18.36209103
7141,62.50474
5796,47.99043
7184,47.95497
8232,46.2718
5475,70.65651
9252,61.10374
74,2.378630018
8633,64.95453
9229,65.71442
2051,6.025694
2541,3.148665
1301,16.91776871
5877,60.92178
7368,40.91782
1304,15.59096202
8428,47.52483
9094,66.82797
2599,20.58561
2573,7.744129
3186,1.453865
2768,18.55263
4831,17.93561
4223,16.61624
9649,47.56383
2106,11.87278
2679,7.495281
1387,12.48678964
8931,66.77433
9659,70.89101
7083,66.85896
1279,2.704950495
804,5.044076415
1555,8.460086502
9486,68.88449
4566,13.72738
9669,69.32718
4841,8.71167
